# Annotated with Bakta
# Software: v1.8.2
# Database: v5.1, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
HNAELN_06270	cds	1	768	+	GOIOJP_36345		Lyme disease proteins of unknown function	SO:0001217, UniRef:UniRef50_G5IXI8, UniRef:UniRef90_Q9S054
HNAELN_06275	cds	1	279	+	GOIOJP_36350		DUF228 domain-containing protein	SO:0001217, UniRef:UniRef50_UPI001AEF836D
ENDEHL_05400	cds	1	519	+	GOIOJP_36355		P52 family lipoprotein	RefSeq:WP_012622408.1, SO:0001217, UniParc:UPI00016B38D6, UniRef:UniRef100_A0A7U4DIV7, UniRef:UniRef50_Q0SKX6, UniRef:UniRef90_O50894
ENDEHL_05855	cds	1	684	+	GOIOJP_36360		Outer membrane protein	SO:0001217, UniRef:UniRef50_B9X9D1, UniRef:UniRef90_A0A7U3YAY6
ENDEHL_05880	cds	1	489	+	GOIOJP_36365		Phage tail sheath protein	RefSeq:WP_231001801.1, SO:0001217, UniParc:UPI001E5E13E5, UniRef:UniRef100_A0A9N7G3N4, UniRef:UniRef50_Q0SLB3, UniRef:UniRef90_A0A1L6VRK0
ENDEHL_05905	cds	1	432	+	GOIOJP_36370		P52 family lipoprotein	RefSeq:WP_002657151.1, SO:0001217, UniParc:UPI00016B2DCE, UniRef:UniRef100_UPI00016B2DCE, UniRef:UniRef50_G0ANY0, UniRef:UniRef90_Q9S016
ENDEHL_06180	cds	1	750	+	GOIOJP_36375	parA	ParA-like ATPase involved in chromosome/plasmid partitioning or cellulose biosynthesis protein BcsQ	COG:COG1192, COG:DN, RefSeq:WP_008882910.1, SO:0001217, UniParc:UPI00000BF86A, UniRef:UniRef100_Q8GL23, UniRef:UniRef50_A0A7I6GV51, UniRef:UniRef90_Q8GL23
ENDEHL_06230	cds	31	318	+	GOIOJP_36380		Bbs27 protein	RefSeq:WP_012662353.1, SO:0001217, UniParc:UPI0001949151, UniRef:UniRef100_Q9S0I0, UniRef:UniRef50_Q9S0I0, UniRef:UniRef90_Q9S0I0
ENDEHL_06615	cds	1	348	+	GOIOJP_36385		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A806C3F4
ENDEHL_06625	cds	1	348	+	GOIOJP_36390		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A806C3F4
GDKDGD_04830	cds	1	573	+	GOIOJP_36395		P13 family porin	RefSeq:WP_010890307.1, SO:0001217, UniParc:UPI0000056831, UniRef:UniRef100_O50696, UniRef:UniRef50_A0A7I6GV36, UniRef:UniRef90_O50696
GDKDGD_05960	cds	1	270	+	GOIOJP_36400		Uncharacterized protein BBD22	RefSeq:WP_010890256.1, SO:0001217, UniParc:UPI000005697F, UniRef:UniRef100_P70844, UniRef:UniRef50_P70844, UniRef:UniRef90_P70844
GDKDGD_06605	cds	1	333	+	GOIOJP_36405		DUF2634 domain-containing protein	RefSeq:WP_002658459.1, SO:0001217, UniParc:UPI0000057647, UniRef:UniRef100_H7C650, UniRef:UniRef50_Q9S047, UniRef:UniRef90_Q9S047
GDKDGD_06730	cds	1	348	+	GOIOJP_36410		Terminase large subunit gp17-like C-terminal domain-containing protein	SO:0001217, UniRef:UniRef50_B9X987
GDKDGD_06740	cds	1	396	+	GOIOJP_36415		hypothetical protein	
GDKDGD_06790	cds	1	237	+	GOIOJP_36420		Site-specific DNA-methyltransferase (adenine-specific)	SO:0001217, UniRef:UniRef50_A0A1L6VRZ8
OCKLPF_04155	cds	1	342	+	GOIOJP_36425		Transposase	KEGG:K07496, RefSeq:WP_012665950.1, SO:0001217, UniParc:UPI00017F3C72, UniRef:UniRef100_A0A9N7APD0, UniRef:UniRef50_Q09GR9, UniRef:UniRef90_Q09GR9
OCKLPF_05345	cds	1	945	+	GOIOJP_36430		DUF693 domain-containing protein	RefSeq:WP_010256740.1, SO:0001217, UniParc:UPI00017F3A67, UniRef:UniRef100_UPI00017F3A67, UniRef:UniRef50_C0R8H2, UniRef:UniRef90_UPI001E4EF7C9
OCKLPF_05410	cds	1	1200	+	GOIOJP_36435		hypothetical protein	
OCKLPF_06380	cds	1	411	+	GOIOJP_36440		Variable large protein	SO:0001217, UniRef:UniRef50_A0A7W9ZNU9
OCKLPF_06450	cds	1	1128	+	GOIOJP_36445		Cytosolic protein	SO:0001217, UniRef:UniRef50_W5SZA5
OCKLPF_06595	cds	1	354	+	GOIOJP_36450		hypothetical protein	RefSeq:WP_042344360.1, SO:0001217, UniParc:UPI0005A8A788, UniRef:UniRef100_UPI0005A8A788, UniRef:UniRef50_Q44728, UniRef:UniRef90_Q44728
OCKLPF_06645	cds	1	594	+	GOIOJP_36455		terminase large subunit	SO:0001217, UniRef:UniRef50_I0FEN3, UniRef:UniRef90_UPI001E3B6673
OCKLPF_06650	cds	1	594	+	GOIOJP_36460		terminase large subunit	SO:0001217, UniRef:UniRef50_I0FEN3, UniRef:UniRef90_UPI001E3B6673
OCKLPF_06660	cds	1	258	+	GOIOJP_36465		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI001F3EA763
OCKLPF_06800	cds	1	240	+	GOIOJP_36470		hypothetical protein	
JHMADA_06035	cds	1	555	+	GOIOJP_36475		DUF777 domain-containing protein	RefSeq:WP_014540146.1, SO:0001217, UniParc:UPI0001F23975, UniRef:UniRef100_UPI0001F23975, UniRef:UniRef50_A0A0H3C2J1, UniRef:UniRef90_G0ANA6
JHMADA_06390	cds	1	606	+	GOIOJP_36480		ORF09/2-9 ORF7	RefSeq:WP_014540148.1, SO:0001217, UniParc:UPI0001F23977, UniRef:UniRef100_UPI0001F23977, UniRef:UniRef50_W6TKD3, UniRef:UniRef90_Q9L9N6
JHMADA_06440	cds	1	237	+	GOIOJP_36485		DUF1322 domain-containing protein	RefSeq:WP_010257812.1, SO:0001217, UniParc:UPI00016C3C66, UniRef:UniRef100_UPI00016C3C66, UniRef:UniRef50_A0A386PRG9, UniRef:UniRef90_Q0SLB7
JHMADA_06445	cds	1	594	+	GOIOJP_36490		Terminase large subunit gp17-like C-terminal domain-containing protein	SO:0001217, UniRef:UniRef50_G0AN03, UniRef:UniRef90_G0AN03
JHMADA_06450	cds	1	594	+	GOIOJP_36495		terminase large subunit	SO:0001217, UniRef:UniRef50_I0FEN3, UniRef:UniRef90_UPI001E3B6673
JHMADA_06475	cds	1	369	+	GOIOJP_36500		hypothetical protein	
LFJNJN_05630	cds	1	3837	+	GOIOJP_36505	yeeA	Type II restriction/modification system, endonuclease and methylase domains	COG:COG1002, COG:V, RefSeq:WP_010890314.1, SO:0001217, UniParc:UPI0000056814, UniRef:UniRef100_O50667, UniRef:UniRef50_A0A1L4DGG5, UniRef:UniRef90_O50667
LFJNJN_05995	cds	1	1101	+	GOIOJP_36510		BBC01	SO:0001217, UniRef:UniRef50_A0A0H3C5E0
LFJNJN_06050	cds	1	567	+	GOIOJP_36515		Borrelia family protein	RefSeq:WP_010883756.1, SO:0001217, UniParc:UPI0000057672, UniRef:UniRef100_Q9S0H3, UniRef:UniRef50_O50730, UniRef:UniRef90_Q9S041
LFJNJN_06110	cds	1	369	+	GOIOJP_36520		plasmid maintenance protein	RefSeq:WP_038954962.1, SO:0001217, UniParc:UPI00017F3E26, UniRef:UniRef100_UPI00017F3E26, UniRef:UniRef50_Q9S029, UniRef:UniRef90_Q9S029
LFJNJN_06125	cds	1	369	+	GOIOJP_36525		plasmid maintenance protein	RefSeq:WP_038954962.1, SO:0001217, UniParc:UPI00017F3E26, UniRef:UniRef100_UPI00017F3E26, UniRef:UniRef50_Q9S029, UniRef:UniRef90_Q9S029
LFJNJN_06465	cds	1	666	+	GOIOJP_36530		hypothetical protein	
LFJNJN_06490	cds	1	237	+	GOIOJP_36535		DUF1322 domain-containing protein	RefSeq:WP_002658446.1, SO:0001217, UniParc:UPI00000576AF, UniRef:UniRef100_Q9S0C7, UniRef:UniRef50_A0A386PRG9, UniRef:UniRef90_Q0SLB7
LFJNJN_06595	cds	1	309	+	GOIOJP_36540		hypothetical protein	
LFJNJN_06650	cds	1	222	+	GOIOJP_36545		hypothetical protein	
EEJEEB_04260	cds	1	972	+	GOIOJP_36550		P12 family lipoprotein	RefSeq:WP_106022839.1, SO:0001217, UniParc:UPI000D03AAA9, UniRef:UniRef100_UPI000D03AAA9, UniRef:UniRef50_A0A1G4QA48, UniRef:UniRef90_Q6W6N9
EEJEEB_04285	cds	1	600	+	GOIOJP_36555		Ribonuclease H1 N-terminal domain-containing protein	SO:0001217, UniRef:UniRef50_O51779, UniRef:UniRef90_O51779
EEJEEB_05865	cds	1	609	+	GOIOJP_36560		DUF792 domain-containing protein	SO:0001217, UniRef:UniRef50_G0IT14, UniRef:UniRef90_UPI000D02B454
EEJEEB_05955	cds	1	567	+	GOIOJP_36565		hypothetical protein	RefSeq:WP_010883850.1, SO:0001217, UniParc:UPI00000576EB, UniRef:UniRef100_Q9S073, UniRef:UniRef90_Q9S073
EEJEEB_06105	cds	31	312	+	GOIOJP_36570		Bbs27 protein	SO:0001217, UniRef:UniRef50_Q9S0I0
EEJEEB_06170	cds	1	339	+	GOIOJP_36575		DUF226 domain-containing protein	SO:0001217, UniRef:UniRef50_I0FEQ0, UniRef:UniRef90_UPI000D0418A6
EEJEEB_06290	cds	1	711	+	GOIOJP_36580		terminase large subunit	SO:0001217, UniRef:UniRef50_I0FEN3, UniRef:UniRef90_UPI001E3B6673
CJAHPG_00090	cds	1	1002	+	GOIOJP_36585		AAA family ATPase	KEGG:K07504, RefSeq:WP_217821035.1, SO:0001217, UniParc:UPI001C38C474, UniRef:UniRef100_UPI001C38C474, UniRef:UniRef50_UPI001C38C474, UniRef:UniRef90_UPI001C38C474
CJAHPG_05570	cds	1	567	+	GOIOJP_36590		DUF764 domain-containing protein	RefSeq:WP_217821088.1, SO:0001217, UniParc:UPI001C3867BD, UniRef:UniRef100_UPI001C3867BD, UniRef:UniRef50_Q9S052, UniRef:UniRef90_Q9S052
CJAHPG_05615	cds	1	594	+	GOIOJP_36595		terminase large subunit	SO:0001217, UniRef:UniRef50_I0FEN3, UniRef:UniRef90_UPI001E3B6673
CJAHPG_05680	cds	1	264	+	GOIOJP_36600		hypothetical protein	PFAM:PF03948.18
CJAHPG_05690	cds	1	252	+	GOIOJP_36605		hypothetical protein	
CKOENN_05550	cds	1	507	+	GOIOJP_36610		Bdr family repetitive protein	RefSeq:WP_231007404.1, SO:0001217, UniParc:UPI001E48AB78, UniRef:UniRef100_UPI001E48AB78, UniRef:UniRef50_B9X990, UniRef:UniRef90_UPI001E2DE176
CKOENN_06185	cds	1	1017	+	GOIOJP_36615		Phage tail tape measure protein	SO:0001217, UniRef:UniRef50_B9X9A3
CKOENN_06285	cds	1	726	+	GOIOJP_36620		Outer membrane lipoprotein-sorting protein	SO:0001217, UniParc:UPI0001949171, UniRef:UniRef100_O50783, UniRef:UniRef50_O50783, UniRef:UniRef90_O50783
CKOENN_06290	cds	1	714	+	GOIOJP_36625		FtsX-like permease family protein	SO:0001217, UniRef:UniRef50_UPI000403F307
CKOENN_06560	cds	1	492	+	GOIOJP_36630		Putative phage integrase	SO:0001217, UniRef:UniRef50_A0A7M4BKS4, UniRef:UniRef90_Q66Z82
CKOENN_06570	cds	1	498	+	GOIOJP_36635		Uncharacterized protein BB_K41	RefSeq:WP_044283655.1, SO:0001217, UniParc:UPI000005698A, UniRef:UniRef100_O50843, UniRef:UniRef50_O50843, UniRef:UniRef90_O50843
CKOENN_06580	cds	1	318	+	GOIOJP_36640		hypothetical protein	
CKOENN_06595	cds	1	237	+	GOIOJP_36645		DUF1322 domain-containing protein	RefSeq:WP_002658671.1, SO:0001217, UniParc:UPI0000057642, UniRef:UniRef100_Q9R3E6, UniRef:UniRef50_A0A386PRG9, UniRef:UniRef90_Q0SLB7
EFDIJO_04735	cds	1	579	+	GOIOJP_36650	eppA	exported protein A EppA	RefSeq:WP_012672269.1, SO:0001217, UniParc:UPI00016C36FE, UniRef:UniRef100_A0A7U3YB23, UniRef:UniRef50_A0A1L8Z8L5, UniRef:UniRef90_A0A7U3YB23
EFDIJO_05265	cds	1	519	+	GOIOJP_36655	eppA	EppA	SO:0001217, UniRef:UniRef50_A0A1L8Z8L5
EFDIJO_05390	cds	1	285	+	GOIOJP_36660	tM2	Uncharacterized membrane protein YozV, TM2 domain, contains pTyr	COG:COG2314, COG:R, RefSeq:WP_002657159.1, SO:0001217, UniParc:UPI00016B2DCD, UniRef:UniRef100_Q6W6N1, UniRef:UniRef50_A0A396YTQ5, UniRef:UniRef90_A0A1L6VRN9
EFDIJO_06170	cds	1	357	+	GOIOJP_36665	revA	fibronectin-binding protein RevA	RefSeq:WP_012664974.1, SO:0001217, UniParc:UPI00017F3847, UniRef:UniRef100_UPI00017F3847, UniRef:UniRef50_A0A1G4Q4Q2, UniRef:UniRef90_UPI00017F3847
EFDIJO_06375	cds	1	474	+	GOIOJP_36670	cdsC	CdsC	RefSeq:WP_010883942.1, SO:0001217, UniParc:UPI0000057767, UniRef:UniRef100_Q9RZW0, UniRef:UniRef50_G0ITI5, UniRef:UniRef90_A0A7U4DJ18
EFDIJO_06385	cds	1	354	+	GOIOJP_36675		hypothetical protein	RefSeq:WP_106007396.1, SO:0001217, UniParc:UPI000D03C6FE, UniRef:UniRef100_UPI000D03C6FE, UniRef:UniRef50_Q44728, UniRef:UniRef90_Q44728
KALEBJ_04565	cds	1	3213	+	GOIOJP_36680		Putative vls recombination cassette 12	SO:0001217, UniRef:UniRef50_H2D492
KALEBJ_04570	cds	1	363	+	GOIOJP_36685		Variable large protein	RefSeq:WP_010258882.1, SO:0001217, UniParc:UPI00017F3144, UniRef:UniRef100_UPI00017F3144, UniRef:UniRef50_H2D485, UniRef:UniRef90_H2D485
KALEBJ_04575	cds	1	750	+	GOIOJP_36690		Variable large protein	RefSeq:WP_010258880.1, SO:0001217, UniParc:UPI00017F3143, UniRef:UniRef100_UPI00017F3143, UniRef:UniRef50_H2D498, UniRef:UniRef90_H2D498
KALEBJ_04725	cds	1	276	+	GOIOJP_36695		hypothetical protein	RefSeq:WP_010258413.1, SO:0001217, UniParc:UPI00016B3647, UniRef:UniRef100_O50813, UniRef:UniRef50_O50813, UniRef:UniRef90_O50813
KALEBJ_04760	cds	1	750	+	GOIOJP_36700	parA	ParA-like ATPase involved in chromosome/plasmid partitioning or cellulose biosynthesis protein BcsQ	COG:COG1192, COG:DN, KEGG:K03496, RefSeq:WP_010258161.1, SO:0001217, UniParc:UPI00016C4A89, UniRef:UniRef100_A0A7U3YBD3, UniRef:UniRef50_W5SJN3, UniRef:UniRef90_O50825
KALEBJ_04785	cds	1	543	+	GOIOJP_36705		type I site-specific deoxyribonuclease	SO:0001217, UniRef:UniRef50_A0A7U3YBD8, UniRef:UniRef90_A0A7U3YBD8
KALEBJ_04810	cds	1	567	+	GOIOJP_36710		Uncharacterized protein BB_K41	RefSeq:WP_014540530.1, SO:0001217, UniParc:UPI0001F238F5, UniRef:UniRef100_UPI0001F238F5, UniRef:UniRef50_O50843, UniRef:UniRef90_O50843
KALEBJ_04820	cds	1	726	+	GOIOJP_36715		p27-L55	RefSeq:WP_014540531.1, SO:0001217, UniParc:UPI00000BDEF6, UniRef:UniRef100_Q9R3R5, UniRef:UniRef50_C0R8J7, UniRef:UniRef90_Q9R3R5
KALEBJ_04830	cds	1	315	+	GOIOJP_36720		variable large family protein	SO:0001217, UniRef:UniRef50_UPI000D027B7D
KALEBJ_05070	cds	22	999	+	GOIOJP_36725		Bbk50-like	SO:0001217, UniRef:UniRef50_Q6VEX8, UniRef:UniRef90_Q6VEW7
KALEBJ_05075	cds	1	987	+	GOIOJP_36730		Bbk47-like	RefSeq:WP_010258265.1, SO:0001217, UniParc:UPI00000BD0A3, UniRef:UniRef100_Q9R991, UniRef:UniRef50_A0A0H3C0V0, UniRef:UniRef90_A0A0H3C0V0
KALEBJ_05085	cds	1	906	+	GOIOJP_36735		Immunogenic protein P37	RefSeq:WP_014540541.1, SO:0001217, UniParc:UPI0001F2396E, UniRef:UniRef100_UPI0002D7D04B, UniRef:UniRef50_O50846, UniRef:UniRef90_O50846
KALEBJ_05090	cds	1	324	+	GOIOJP_36740		hypothetical protein	RefSeq:WP_010258250.1, SO:0001217, UniParc:UPI00017F2B75, UniRef:UniRef100_UPI00017F2B75, UniRef:UniRef50_Q44728, UniRef:UniRef90_Q44728
KALEBJ_05105	cds	1	684	+	GOIOJP_36745		hypothetical protein	RefSeq:WP_010258240.1, SO:0001217, UniParc:UPI00016B30E1, UniRef:UniRef100_A0A7U4DIN3, UniRef:UniRef50_C0R8X6, UniRef:UniRef90_A0A5J6WFZ6
KALEBJ_05120	cds	1	327	+	GOIOJP_36750		Homing endonuclease LAGLIDADG domain-containing protein	RefSeq:WP_010257662.1, SO:0001217, UniParc:UPI00016B30DE, UniRef:UniRef100_A0A0H3C1R8, UniRef:UniRef50_Q0SL80, UniRef:UniRef90_Q0SL80
KALEBJ_05125	cds	1	1113	+	GOIOJP_36755		BBD14-like protein	SO:0001217, UniRef:UniRef50_A0A1G4QCS3, UniRef:UniRef90_A0A7U3YAW4
KALEBJ_05865	cds	1	3822	+	GOIOJP_36760		class I SAM-dependent DNA methyltransferase	RefSeq:WP_106009715.1, SO:0001217, UniParc:UPI000D047EF6, UniRef:UniRef100_UPI000D047EF6, UniRef:UniRef50_A0A1L4DGG5, UniRef:UniRef90_UPI000D02B789
KALEBJ_05990	cds	1	375	+	GOIOJP_36765		Borrelia ORF-A	RefSeq:WP_010883948.1, SO:0001217, UniParc:UPI00017F317D, UniRef:UniRef100_Q9S020, UniRef:UniRef50_O50855, UniRef:UniRef90_Q9S020
KALEBJ_05995	cds	1	354	+	GOIOJP_36770		hypothetical protein	RefSeq:WP_010883945.1, SO:0001217, UniParc:UPI0000057727, UniRef:UniRef100_Q9S019, UniRef:UniRef50_Q44728, UniRef:UniRef90_Q44728
KALEBJ_06000	cds	1	369	+	GOIOJP_36775		Borrelia ORF-A	RefSeq:WP_010883949.1, SO:0001217, UniParc:UPI0000057728, UniRef:UniRef100_Q9S018, UniRef:UniRef50_Q9S029, UniRef:UniRef90_Q9S018
KALEBJ_06350	cds	1	1098	+	GOIOJP_36780		BBC01	RefSeq:WP_010259046.1, SO:0001217, UniParc:UPI00017F3314, UniRef:UniRef100_UPI00017F3314, UniRef:UniRef50_A0A0H3C5E0, UniRef:UniRef90_A0A0H3C1J6
KALEBJ_06375	cds	1	459	+	GOIOJP_36785		Borrelia ORF-A	SO:0001217, UniRef:UniRef50_A0A7U3YBR6, UniRef:UniRef90_A0A7U3YBR6
KALEBJ_06625	cds	1	1275	+	GOIOJP_36790		variable large family protein	SO:0001217, UniRef:UniRef50_UPI001304C14A
KALEBJ_06630	cds	1	747	+	GOIOJP_36795		variable large family protein	RefSeq:WP_044007741.1, SO:0001217, UniParc:UPI0002DF4FDC, UniRef:UniRef100_UPI0002DF4FDC, UniRef:UniRef50_UPI001304BCCB, UniRef:UniRef90_UPI0002DF4FDC
KALEBJ_06730	cds	1	594	+	GOIOJP_36800		terminase large subunit	SO:0001217, UniRef:UniRef50_I0FEN3, UniRef:UniRef90_UPI001E3B6673
FGLEGI_05650	cds	46	792	+	GOIOJP_36805		Complement regulator acquiring protein 1	SO:0001217, UniRef:UniRef50_Q5W2C0
FGLEGI_05700	cds	1	243	+	GOIOJP_36810	eppA	exported protein A EppA	SO:0001217, UniRef:UniRef50_UPI000AC16CAE
FGLEGI_06070	cds	1	483	+	GOIOJP_36815	revA	fibronectin-binding protein RevA	RefSeq:WP_012686693.1, SO:0001217, UniParc:UPI00017F4976, UniRef:UniRef100_UPI00017F4976, UniRef:UniRef50_O06698, UniRef:UniRef90_A0A0H3C2D3
FGLEGI_06190	cds	1	363	+	GOIOJP_36820		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI001E38D908, UniRef:UniRef90_UPI001E38D908
KDOAIL_04830	cds	1	573	+	GOIOJP_36825		P13 family porin	RefSeq:WP_010890307.1, SO:0001217, UniParc:UPI0000056831, UniRef:UniRef100_O50696, UniRef:UniRef50_A0A7I6GV36, UniRef:UniRef90_O50696
KDOAIL_06275	cds	1	225	+	GOIOJP_36830	bppB	BppB	SO:0001217, UniRef:UniRef50_G0ANW0
KDOAIL_06340	cds	1	1101	+	GOIOJP_36835		BBC01	SO:0001217, UniRef:UniRef50_A0A0H3C5E0
KDOAIL_06515	cds	1	396	+	GOIOJP_36840		variable large family protein	RefSeq:WP_044283658.1, SO:0001217, UniParc:UPI000301143F, UniRef:UniRef100_UPI000301143F, UniRef:UniRef90_O06892
KDOAIL_06745	cds	1	288	+	GOIOJP_36845		ATPase, para family protein	SO:0001217, UniRef:UniRef50_W6TW19
KDOAIL_06795	cds	1	219	+	GOIOJP_36850		hypothetical protein	PFAM:PF00162.23
EPICMG_06050	cds	1	669	+	GOIOJP_36855		Borrelial persistence in ticks protein A	RefSeq:WP_010883819.1, SO:0001217, UniParc:UPI00000576C4, UniRef:UniRef100_Q9S0A6, UniRef:UniRef50_Q0SLA0, UniRef:UniRef90_Q9S0A6
EPICMG_06415	cds	1	456	+	GOIOJP_36860		DUF3890 domain-containing protein	RefSeq:WP_010883815.1, SO:0001217, UniParc:UPI00000576AA, UniRef:UniRef100_Q9S0D1, UniRef:UniRef50_Q9S053, UniRef:UniRef90_Q9S053
EPICMG_06445	cds	1	483	+	GOIOJP_36865	revA	fibronectin-binding protein RevA	RefSeq:WP_010258452.1, SO:0001217, UniParc:UPI00000576B8, UniRef:UniRef100_Q9S0B8, UniRef:UniRef50_O06698, UniRef:UniRef90_O06698
EPICMG_06450	cds	1	450	+	GOIOJP_36870	mlpF	Lipoprotein MlpF	GO:0009279, RefSeq:WP_010883804.1, SO:0001217, UniParc:UPI00000576B9, UniRef:UniRef100_Q9S0B7, UniRef:UniRef50_H7C7P1, UniRef:UniRef90_Q9S0B7
EPICMG_06595	cds	1	189	+	GOIOJP_36875		variable large family protein	SO:0001217, UniRef:UniRef50_UPI001AEF962D
EPICMG_06685	cds	1	225	+	GOIOJP_36880		hypothetical protein	
KCCBHE_04710	cds	1	318	+	GOIOJP_36885		Cytosolic protein	SO:0001217, UniRef:UniRef50_W5T2E1
KCCBHE_05540	cds	1	1053	+	GOIOJP_36890		variable large family protein	RefSeq:WP_106007384.1, SO:0001217, UniParc:UPI000D029E70, UniRef:UniRef100_UPI000D029E70, UniRef:UniRef50_UPI001C3920F7, UniRef:UniRef90_UPI000D029F8F
KCCBHE_05830	cds	1	567	+	GOIOJP_36895		Phage protein	SO:0001217, UniRef:UniRef50_B9X9H2, UniRef:UniRef90_A0A1L8Z8W1
KCCBHE_05880	cds	1	795	+	GOIOJP_36900		hypothetical protein	
KCCBHE_05895	cds	1	795	+	GOIOJP_36905		hypothetical protein	
KCCBHE_06240	cds	1	807	+	GOIOJP_36910		Immunogenic protein P37	SO:0001217, UniRef:UniRef50_O50846
KCCBHE_06280	cds	1	1311	+	GOIOJP_36915		DUF759 domain-containing protein	RefSeq:WP_012644788.1, SO:0001217, UniParc:UPI00016C517D, UniRef:UniRef100_A0A9N7B4E3, UniRef:UniRef50_B9X9A3, UniRef:UniRef90_A0A1L6VUS0
KCCBHE_06305	cds	1	468	+	GOIOJP_36920		ORF15/rep	RefSeq:WP_012644076.1, SO:0001217, UniParc:UPI00016C3ED9, UniRef:UniRef100_Q9RHA7, UniRef:UniRef50_Q9RHA7, UniRef:UniRef90_Q9RHA7
KCCBHE_06565	cds	1	255	+	GOIOJP_36925		Plasmid partition protein	SO:0001217, UniParc:UPI000233F601, UniRef:UniRef100_G5IXI5, UniRef:UniRef50_G5IXI5, UniRef:UniRef90_G5IXI5
KCCBHE_06575	cds	1	261	+	GOIOJP_36930		hypothetical protein	
KCCBHE_06615	cds	1	210	+	GOIOJP_36935		hypothetical protein	
FJHDDH_04635	cds	1	573	+	GOIOJP_36940		Lipoprotein	RefSeq:WP_012622388.1, SO:0001217, UniParc:UPI00016B2F45, UniRef:UniRef100_UPI00016B2F45, UniRef:UniRef50_G0ITI5, UniRef:UniRef90_A0A0H3C4K6
FJHDDH_04640	cds	1	402	+	GOIOJP_36945		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A7U3YBR6
FJHDDH_04645	cds	1	357	+	GOIOJP_36950		hypothetical protein	RefSeq:WP_012615033.1, SO:0001217, UniParc:UPI00017F4968, UniRef:UniRef100_A0A7U3YBP9, UniRef:UniRef50_Q44728, UniRef:UniRef90_A0A7U3YBP9
FJHDDH_04660	cds	1	816	+	GOIOJP_36955	mtnN	5'-methylthioadenosine/adenosylhomocysteine nucleosidase	COG:COG0775, COG:FH, EC:3.2.2.9, GO:0008782, GO:0008930, GO:0009116, GO:0009164, GO:0019509, SO:0001217, UniRef:UniRef50_O50860, UniRef:UniRef90_G0AP81
FJHDDH_04665	cds	1	240	+	GOIOJP_36960		hypothetical protein	RefSeq:WP_012615028.1, SO:0001217, UniParc:UPI00016B2DFC, UniRef:UniRef100_A0A7U3YBR9, UniRef:UniRef50_A0A7U3YBR9, UniRef:UniRef90_A0A7U3YBR9
FJHDDH_04670	cds	1	393	+	GOIOJP_36965		Lipoprotein	SO:0001217, UniRef:UniRef50_A0A7U4DJ46, UniRef:UniRef90_A0A7U4DJ46
FJHDDH_04730	cds	1	627	+	GOIOJP_36970		Bbk46-like	RefSeq:WP_259023811.1, SO:0001217, UniParc:UPI0021657779, UniRef:UniRef100_UPI0021657779, UniRef:UniRef50_Q6VEX2, UniRef:UniRef90_Q6VEX2
FJHDDH_05625	cds	1	456	+	GOIOJP_36975		DUF1473 domain-containing protein	RefSeq:WP_002658668.1, SO:0001217, UniParc:UPI0000057641, UniRef:UniRef100_Q9R373, UniRef:UniRef50_W6TF96, UniRef:UniRef90_Q9R373
FJHDDH_05900	cds	1	336	+	GOIOJP_36980		Borrelia BBR25 lipoprotein	RefSeq:WP_002658486.1, SO:0001217, UniParc:UPI0000057690, UniRef:UniRef100_Q44825, UniRef:UniRef50_C0R8I0, UniRef:UniRef90_A0A1L8Z9L9
FJHDDH_06040	cds	1	369	+	GOIOJP_36985		Borrelia ORF-A	RefSeq:WP_259023869.1, SO:0001217, UniParc:UPI0021658579, UniRef:UniRef100_UPI0021658579, UniRef:UniRef50_Q9S029, UniRef:UniRef90_Q9S029
FJHDDH_06045	cds	1	366	+	GOIOJP_36990		Borrelia ORF-A	RefSeq:WP_012614977.1, SO:0001217, UniParc:UPI00016B30E7, UniRef:UniRef100_A0A0H3C054, UniRef:UniRef50_Q9S030, UniRef:UniRef90_Q9S030
FJHDDH_06070	cds	1	570	+	GOIOJP_36995		DUF764 domain-containing protein	RefSeq:WP_002658721.1, SO:0001217, UniParc:UPI00000576CD, UniRef:UniRef100_A0A7M4BKV9, UniRef:UniRef50_Q9S052, UniRef:UniRef90_Q9S052
FJHDDH_06115	cds	1	885	+	GOIOJP_37000	erpC	ErpC protein	SO:0001217, UniRef:UniRef50_Q9S035, UniRef:UniRef90_UPI000D0326B5
MOPHCE_05350	cds	1	237	+	GOIOJP_37005		ORF02	RefSeq:WP_011117271.1, SO:0001217, UniParc:UPI00000B6D8C, UniRef:UniRef100_O87309, UniRef:UniRef50_A0A386PRG9, UniRef:UniRef90_Q0SLB7
MOPHCE_05815	cds	1	1221	+	GOIOJP_37010		Phage tail tape measure protein	SO:0001217, UniRef:UniRef50_B9X9A3
MOPHCE_06145	cds	1	555	+	GOIOJP_37015		KID repeat protein	RefSeq:WP_010256368.1, SO:0001217, UniParc:UPI00017F36B6, UniRef:UniRef100_UPI00017F36B6, UniRef:UniRef50_B9X9K3, UniRef:UniRef90_A0A7U3YBC3
