#Annotated with Bakta v1.8.2, https://github.com/oschwengers/bakta
#Database v5.1, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
NANEPG_06410	1	228	+	GOIOJP_27665	8.8	6.2		SO:0001217, UniRef:UniRef50_B8F0J0
NANEPG_06520	1	615	+	GOIOJP_27685	23.0	9.8		SO:0001217, UniRef:UniRef50_UPI001F2C313C, UniRef:UniRef90_UPI001F2C313C
NANEPG_06525	1	624	+	GOIOJP_27690	24.1	8.4		SO:0001217, UniRef:UniRef50_A0A1L8Z9G4
NANEPG_06615	1	249	+	GOIOJP_27705	9.4	4.9		
AFHOLI_04475	1	780	+	GOIOJP_27725	29.8	8.7		RefSeq:WP_012666168.1, SO:0001217, UniParc:UPI00016C3988, UniRef:UniRef100_A0A7U4DIR0, UniRef:UniRef90_A0A7U4DIR0
AFHOLI_04495	1	372	+	GOIOJP_27730	13.9	8.5		RefSeq:WP_012622701.1, SO:0001217, UniParc:UPI00016B3782, UniRef:UniRef100_A0A7U4DIU8, UniRef:UniRef50_O50749, UniRef:UniRef90_A0A1L8ZA88
AFHOLI_04505	1	414	+	GOIOJP_27740	16.1	9.3		RefSeq:WP_012622693.1, SO:0001217, UniParc:UPI00017F42BB, UniRef:UniRef100_A0A7U4DIU7, UniRef:UniRef50_O50751, UniRef:UniRef90_A0A1L8ZA81
AFHOLI_06435	1	414	+	GOIOJP_27790	16.0	5.6		SO:0001217, UniRef:UniRef50_B8F1B9
AFHOLI_06445	1	348	+	GOIOJP_27795	12.7	5.4		
AFHOLI_06455	1	288	+	GOIOJP_27800	11.2	5.5		
AFHOLI_06510	1	225	+	GOIOJP_27805	8.6	9.1		
AFHOLI_06540	1	195	+	GOIOJP_27810	7.4	6.2		
KCBKMC_06625	1	543	+	GOIOJP_27885	20.5	8.6		SO:0001217, UniRef:UniRef50_A0A1L8Z9G4
PFLJAE_04460	1	444	+	GOIOJP_27930	16.6	6.7		RefSeq:WP_010256673.1, SO:0001217, UniParc:UPI000005685A, UniRef:UniRef100_O50737, UniRef:UniRef50_O50737, UniRef:UniRef90_O50737
PFLJAE_04505	1	798	+	GOIOJP_27940	30.4	8.2		
PFLJAE_04530	1	375	+	GOIOJP_27950	14.0	5.6		RefSeq:WP_010256627.1, SO:0001217, UniParc:UPI0000056866, UniRef:UniRef100_O50749, UniRef:UniRef50_O50749, UniRef:UniRef90_O50749
PFLJAE_04540	1	387	+	GOIOJP_27960	14.9	9.2		RefSeq:WP_010256620.1, SO:0001217, UniParc:UPI0000056868, UniRef:UniRef100_O50751, UniRef:UniRef50_O50751, UniRef:UniRef90_O50751
PFLJAE_06630	1	249	+	GOIOJP_28025	8.4	10.0		
PIKJEB_05705	1	705	+	GOIOJP_28055	27.6	9.5		
PIKJEB_05830	1	411	+	GOIOJP_28060	15.4	5.5	PF02524.18|KID, PF06825.16|HSBP1	PFAM:PF02524.18, PFAM:PF06825.16
PIKJEB_05880	1	282	+	GOIOJP_28065	10.9	9.5		SO:0001217, UniRef:UniRef50_C0R8F1
GDPOAI_02740	1	1275	+	GOIOJP_28130	48.5	4.5		RefSeq:WP_002661139.1, SO:0001217, UniParc:UPI00016C5820, UniRef:UniRef100_UPI00016C5820, UniRef:UniRef50_O51690, UniRef:UniRef90_O51690
GDPOAI_05060	109	468	+	GOIOJP_28185	13.2	9.7		
GDPOAI_05695	1	564	+	GOIOJP_28225	22.1	9.4		
GDPOAI_06030	1	837	+	GOIOJP_28305	32.2	9.1	PF05714.15|PFam54_60	PFAM:PF05714.15, RefSeq:WP_012622389.1, SO:0001217, UniParc:UPI00016B2F6C, UniRef:UniRef100_A0A7U4DJ06, UniRef:UniRef90_Q66YX5
GDPOAI_06080	1	615	+	GOIOJP_28335	23.1	9.5		
GDPOAI_06180	1	381	+	GOIOJP_28360	15.5	9.8		
GDPOAI_06280	1	300	+	GOIOJP_28375	11.0	4.6	PF00595.28|PDZ, PF13180.10|PDZ_2	PFAM:PF00595.28, PFAM:PF13180.10
KDKIEG_03305	1	276	+	GOIOJP_28440	10.7	6.1		RefSeq:WP_233190715.1, SO:0001217, UniParc:UPI001E413EAD, UniRef:UniRef100_UPI001E413EAD, UniRef:UniRef50_O50813, UniRef:UniRef90_O50813
KDKIEG_03590	1	534	+	GOIOJP_28445	20.6	5.2		
NLJBHC_01865	1	2142	+	GOIOJP_28540	81.1	5.1		
NLJBHC_06265	1	228	+	GOIOJP_28610	8.1	9.5		
NLJBHC_06380	1	528	+	GOIOJP_28635	20.7	9.0		RefSeq:WP_075552646.1, SO:0001217, UniParc:UPI00094A3F9A, UniRef:UniRef100_A0A1L6VUV3, UniRef:UniRef90_A0A0H3C0R6
NLJBHC_06500	1	282	+	GOIOJP_28650	11.0	5.6		
DNIOMF_06020	1	816	+	GOIOJP_28720	30.5	6.6		
BOHBDJ_06555	1	432	+	GOIOJP_28775	16.1	5.6		SO:0001217, UniRef:UniRef50_G0ANT6, UniRef:UniRef90_A0A7W9ZP10
BOHBDJ_06615	1	327	+	GOIOJP_28780	13.0	9.7		
PLKFDM_05790	1	588	+	GOIOJP_28805	23.3	4.7		
PLKFDM_05840	1	270	+	GOIOJP_28820	10.3	9.1		
PLKFDM_06025	1	357	+	GOIOJP_28865	11.8	9.3		
NIHNDJ_06615	1	432	+	GOIOJP_28975	16.1	5.4		SO:0001217, UniRef:UniRef50_G0ANT6
NIHNDJ_06630	1	396	+	GOIOJP_28985	14.8	9.8		
AHHDIP_06500	1	498	+	GOIOJP_29165	18.5	5.3		SO:0001217, UniRef:UniRef50_G0ANT6
AHHDIP_06560	1	438	+	GOIOJP_29175	16.8	5.5		
AHHDIP_06700	1	222	+	GOIOJP_29190	8.2	6.1	PF02524.18|KID	PFAM:PF02524.18
PHBOLD_05695	1	414	+	GOIOJP_29215	16.0	5.4		SO:0001217, UniRef:UniRef50_B8F1B9
PHBOLD_06055	1	552	+	GOIOJP_29220	21.0	8.8		
PHBOLD_06370	1	225	+	GOIOJP_29245	8.4	10.2		
DJHADF_06425	1	432	+	GOIOJP_29320	16.1	5.6		SO:0001217, UniRef:UniRef50_G0ANT6, UniRef:UniRef90_A0A7W9ZP10
FNFLOG_02335	1	267	+	GOIOJP_29360	9.7	4.6	PF02463.23|SMC_N	PFAM:PF02463.23
FNFLOG_05045	1	285	+	GOIOJP_29395	10.9	9.0	PF05714.15|PFam54_60	PFAM:PF05714.15
FNFLOG_05260	1	501	+	GOIOJP_29405	19.9	9.5		SO:0001217, UniRef:UniRef50_A0A9N7G6F6
FNFLOG_05705	1	357	+	GOIOJP_29430	14.4	9.5		SO:0001217, UniRef:UniRef50_Q44728, UniRef:UniRef90_A0A7U3YBP9
FNFLOG_05710	1	336	+	GOIOJP_29435	13.0	9.1		SO:0001217, UniRef:UniRef50_A0A806CJQ9, UniRef:UniRef90_UPI0001F23BD5
FNFLOG_05910	1	1626	+	GOIOJP_29450	51.2	5.7		
FNFLOG_06280	1	372	+	GOIOJP_29480	14.5	5.3		SO:0001217, UniRef:UniRef50_A0A806C6L0
MCICGC_01205	1	300	+	GOIOJP_29495	10.7	10.3		
MCICGC_06055	1	807	+	GOIOJP_29545	32.4	9.3		
CHFCLM_06315	55	297	+	GOIOJP_29615	9.2	9.2		SO:0001217, UniRef:UniRef50_A0A806CJU1
CHFCLM_06350	1	249	+	GOIOJP_29630	9.5	4.9		SO:0001217, UniRef:UniRef50_Q0SLG5
HMPBEN_03490	1	267	+	GOIOJP_29755	9.7	4.7	PF02463.23|SMC_N	PFAM:PF02463.23
HMPBEN_03590	1	1596	+	GOIOJP_29760	60.7	6.8	PF00270.33|DEAD, PF00271.35|Helicase_C, PF19833.3|RecG_dom3_C	PFAM:PF00270.33, PFAM:PF00271.35, PFAM:PF19833.3
HMPBEN_04050	1	315	+	GOIOJP_29790	12.9	10.0		
HMPBEN_04090	1	429	+	GOIOJP_29800	15.8	8.9		
HMPBEN_04265	1	378	+	GOIOJP_29820	13.2	10.2		
HMPBEN_04390	1	366	+	GOIOJP_29830	14.5	5.0		SO:0001217, UniRef:UniRef50_A0A806C6L0
HMPBEN_04690	1	207	+	GOIOJP_29865	8.1	9.7		
HMPBEN_04745	1	444	+	GOIOJP_29870	16.9	9.3		
HMPBEN_04760	1	771	+	GOIOJP_29880	28.0	5.6		
HMPBEN_04795	1	1014	+	GOIOJP_29885	39.1	4.3		RefSeq:WP_002661829.1, SO:0001217, UniParc:UPI00016C43D1, UniRef:UniRef100_UPI00016C43D1, UniRef:UniRef50_B7XST3, UniRef:UniRef90_O51275
HMPBEN_04840	1	891	+	GOIOJP_29890	34.6	8.3		
HMPBEN_05025	1	411	+	GOIOJP_29940	15.7	9.1		KEGG:K09797, SO:0001217, UniRef:UniRef50_A0A7U3YAV4, UniRef:UniRef90_A0A7U3YAV4
HMPBEN_05055	1	417	+	GOIOJP_29945	16.2	8.7	PF05714.15|PFam54_60	PFAM:PF05714.15
HMPBEN_05065	1	411	+	GOIOJP_29950	15.6	5.7		SO:0001217, UniRef:UniRef50_B9X9K7
HMPBEN_05080	1	411	+	GOIOJP_29955	15.6	6.4		SO:0001217, UniRef:UniRef50_B9X9K7
HMPBEN_05260	1	366	+	GOIOJP_30005	14.3	5.1		SO:0001217, UniRef:UniRef50_A0A806C6L0
HMPBEN_05345	58	213	+	GOIOJP_30020	5.9	9.6	PF10502.13|Peptidase_S26	PFAM:PF10502.13
HMPBEN_05435	1	318	+	GOIOJP_30035	11.9	9.2	PF04452.18|Methyltrans_RNA	PFAM:PF04452.18
BEDLCG_06495	1	348	+	GOIOJP_30060	12.5	4.7		SO:0001217, UniRef:UniRef50_A0A806C3F4
BEDLCG_06565	1	303	+	GOIOJP_30065	11.4	8.6		
PEKLGN_05765	1	396	+	GOIOJP_30180	15.7	8.7		
PEKLGN_06225	1	387	+	GOIOJP_30230	14.5	9.0		SO:0001217, UniRef:UniRef50_UPI001F2C0A4E
PEKLGN_06300	1	276	+	GOIOJP_30235	10.7	6.1		RefSeq:WP_010258413.1, SO:0001217, UniParc:UPI00016B3647, UniRef:UniRef100_O50813, UniRef:UniRef50_O50813, UniRef:UniRef90_O50813
PEKLGN_06505	1	627	+	GOIOJP_30255	23.7	8.6		SO:0001217, UniRef:UniRef50_A0A1L8Z9G4
PEKLGN_06855	1	186	+	GOIOJP_30295	6.7	9.0		
PEKLGN_06875	1	465	+	GOIOJP_30300	18.1	10.0	PF00398.24|RrnaAD	PFAM:PF00398.24
PEKLGN_06935	1	408	+	GOIOJP_30310	15.4	6.3		
PEKLGN_06965	1	222	+	GOIOJP_30320	8.4	4.1		SO:0001217, UniRef:UniRef50_UPI00197F28B4, UniRef:UniRef90_UPI001B8CC8D3
PEKLGN_06985	1	318	+	GOIOJP_30325	11.7	6.6		
PEKLGN_07065	1	270	+	GOIOJP_30340	8.5	7.8		
CKIPGC_04570	1	273	+	GOIOJP_30395	10.0	9.3		
CKIPGC_05585	1	600	+	GOIOJP_30440	22.2	4.6		
CKIPGC_05810	1	192	+	GOIOJP_30460	6.9	4.5		
CKIPGC_05850	1	414	+	GOIOJP_30480	16.0	5.6		SO:0001217, UniRef:UniRef50_B8F1B9
CKIPGC_05950	1	534	+	GOIOJP_30490	20.6	5.4		
CKIPGC_06145	1	228	+	GOIOJP_30525	8.1	9.5		
LJOKFH_05745	1	270	+	GOIOJP_30605	10.4	9.2		
LJOKFH_05780	55	297	+	GOIOJP_30615	9.2	8.0		SO:0001217, UniRef:UniRef50_A0A806CJU1
LJOKFH_05785	55	297	+	GOIOJP_30620	9.2	9.2		SO:0001217, UniRef:UniRef50_A0A806CJU1
LJOKFH_05965	1	378	+	GOIOJP_30635	14.3	7.8	PF02524.18|KID	PFAM:PF02524.18
COJAOC_06355	55	297	+	GOIOJP_30690	9.2	9.2		SO:0001217, UniRef:UniRef50_A0A806CJU1
COJAOC_06420	1	258	+	GOIOJP_30700	9.8	6.3		
EMEHFM_04830	1	1068	+	GOIOJP_30790	40.3	9.2	PF02880.20|PGM_PMM_III	PFAM:PF02880.20
EMEHFM_04895	1	486	+	GOIOJP_30795	18.1	9.2		
EMEHFM_05835	1	390	+	GOIOJP_30870	14.5	6.1		SO:0001217, UniRef:UniRef50_G0ANT6
EMEHFM_06135	1	312	+	GOIOJP_30920	11.9	9.5	PF02954.23|HTH_8	PFAM:PF02954.23
AADOPE_06120	1	240	+	GOIOJP_30945	9.0	9.0	PF02524.18|KID	PFAM:PF02524.18
AADOPE_06170	1	306	+	GOIOJP_30960	11.4	5.5	PF00753.31|Lactamase_B	PFAM:PF00753.31
GMPCOK_05165	1	771	+	GOIOJP_30985	30.5	9.1	PF16684.9|Telomere_res	PFAM:PF16684.9
GMPCOK_06230	1	1761	+	GOIOJP_31030	56.2	6.0		
ICIEOP_05450	1	1638	+	GOIOJP_31105	62.6	4.8		RefSeq:WP_044007771.1, SO:0001217, UniParc:UPI0005C65933, UniRef:UniRef100_UPI0005C65933, UniRef:UniRef50_UPI001E30C40C, UniRef:UniRef90_UPI001E30C40C
ICIEOP_05700	1	363	+	GOIOJP_31110	13.2	5.1		SO:0001217, UniRef:UniRef50_UPI001E38D908, UniRef:UniRef90_UPI001E38D908
ICIEOP_06435	1	306	+	GOIOJP_31145	9.6	9.5		
ICIEOP_06470	1	294	+	GOIOJP_31155	9.7	4.1		
HNLHNP_04745	1	765	+	GOIOJP_31170	29.2	9.9		RefSeq:WP_012615187.1, SO:0001217, UniParc:UPI00016B2C9F, UniRef:UniRef100_UPI00016B2C9F, UniRef:UniRef50_O50757, UniRef:UniRef90_G0ITN0
HNLHNP_04755	1	603	+	GOIOJP_31180	23.0	5.6	PF02524.18|KID	PFAM:PF02524.18
HNLHNP_04765	1	435	+	GOIOJP_31190	16.7	9.7		RefSeq:WP_012686300.1, SO:0001217, UniParc:UPI00016B2CA3, UniRef:UniRef100_UPI00016B2CA3, UniRef:UniRef50_Q0SL23, UniRef:UniRef90_Q0SL23
HNLHNP_04775	1	387	+	GOIOJP_31200	14.6	7.8		RefSeq:WP_012615264.1, SO:0001217, UniParc:UPI00016B2EE0, UniRef:UniRef100_UPI00016B2EE0, UniRef:UniRef50_O50751, UniRef:UniRef90_Q0SL21
HNLHNP_04785	1	387	+	GOIOJP_31210	14.3	8.6		SO:0001217, UniRef:UniRef50_O50749, UniRef:UniRef90_G0ITQ0
HNLHNP_04800	1	783	+	GOIOJP_31225	29.7	5.6		RefSeq:WP_012615250.1, SO:0001217, UniParc:UPI00016B2CAA, UniRef:UniRef100_UPI00016B2CAA, UniRef:UniRef50_A0A0H3C5I5, UniRef:UniRef90_UPI0003F9E6B5
HNLHNP_04805	1	786	+	GOIOJP_31230	29.8	6.5		RefSeq:WP_012686299.1, SO:0001217, UniParc:UPI00016B2CAB, UniRef:UniRef100_UPI00016B2CAB, UniRef:UniRef50_A0A1L8ZA75, UniRef:UniRef90_UPI00016B2CAB
HNLHNP_04835	1	831	+	GOIOJP_31260	31.3	5.8		RefSeq:WP_012686304.1, SO:0001217, UniParc:UPI00016B2CB1, UniRef:UniRef100_UPI00016B2CB1, UniRef:UniRef50_O50740, UniRef:UniRef90_A0A1L4DGI0
HNLHNP_04850	1	444	+	GOIOJP_31270	16.7	6.6		RefSeq:WP_012615091.1, SO:0001217, UniParc:UPI0000442F26, UniRef:UniRef100_A0A7I6GX75, UniRef:UniRef50_O50737, UniRef:UniRef90_O50737
HNLHNP_05395	1	240	+	GOIOJP_31350	9.6	9.4		RefSeq:WP_012615142.1, SO:0001217, UniParc:UPI00016B31DE, UniRef:UniRef100_A0A806CAY4, UniRef:UniRef50_A0A806CAY4, UniRef:UniRef90_A0A806CAY4
HNLHNP_05405	1	168	+	GOIOJP_31355	6.2	4.3		RefSeq:WP_012672453.1, SO:0001217, UniParc:UPI00019821A0, UniRef:UniRef100_A0A806C3I1, UniRef:UniRef50_G0ITF8, UniRef:UniRef90_G0ITF8
HNLHNP_05665	1	549	+	GOIOJP_31440	21.6	9.8		RefSeq:WP_012686361.1, SO:0001217, UniParc:UPI00016B30DA, UniRef:UniRef100_UPI00016B30DA, UniRef:UniRef50_UPI001F2CF5C9, UniRef:UniRef90_UPI001F2CF5C9
HNLHNP_06295	1	174	+	GOIOJP_31485	5.7	5.0		
BKFFFB_04390	1	402	+	GOIOJP_31595	15.9	9.1		SO:0001217, UniRef:UniRef50_A0A7U3YBR6
BKFFFB_04415	1	240	+	GOIOJP_31605	8.8	9.7		RefSeq:WP_012615028.1, SO:0001217, UniParc:UPI00016B2DFC, UniRef:UniRef100_A0A7U3YBR9, UniRef:UniRef50_A0A7U3YBR9, UniRef:UniRef90_A0A7U3YBR9
MHGHNA_05225	1	1098	+	GOIOJP_31650	34.6	5.2		
MHGHNA_06040	1	261	+	GOIOJP_31695	9.9	7.9	PF02524.18|KID	PFAM:PF02524.18
MHGHNA_06085	1	294	+	GOIOJP_31700	11.3	7.0		
MHGHNA_06140	1	411	+	GOIOJP_31710	15.6	6.4		SO:0001217, UniRef:UniRef50_B9X9K7
MHGHNA_06145	1	411	+	GOIOJP_31715	15.6	5.7		SO:0001217, UniRef:UniRef50_B9X9K7
CAAPDE_06050	1	567	+	GOIOJP_31795	21.8	8.8		RefSeq:WP_010883820.1, SO:0001217, UniParc:UPI00000576C6, UniRef:UniRef100_Q9S0A4, UniRef:UniRef90_Q9S073
CFCCJP_06350	1	219	+	GOIOJP_31855	8.6	6.5		SO:0001217, UniRef:UniRef50_A0A1L8Z9R0
CFCCJP_06625	1	228	+	GOIOJP_31885	8.2	4.2	PF03775.20|MinC_C	PFAM:PF03775.20
CFCCJP_06645	1	228	+	GOIOJP_31895	8.8	5.2		
HJIMDM_05940	1	2127	+	GOIOJP_31930	83.9	8.6		
HJIMDM_06585	1	186	+	GOIOJP_31950	7.2	4.9		
EFMOJC_01610	1	921	+	GOIOJP_31965	33.9	9.2		SO:0001217, UniRef:UniRef50_A0A7W9ZN01
EFMOJC_01715	1	369	+	GOIOJP_31990	13.2	4.9		SO:0001217, UniRef:UniRef50_A0A806C3F4
EFMOJC_01840	1	255	+	GOIOJP_32015	10.0	4.8		SO:0001217, UniRef:UniRef50_G0ANT8
LEDCDB_04895	1	459	+	GOIOJP_32040	16.3	7.8		
LEDCDB_06410	1	249	+	GOIOJP_32065	9.1	9.1		
LEDCDB_06730	1	258	+	GOIOJP_32105	9.7	9.6		SO:0001217, UniRef:UniRef50_UPI001C010934
LEDCDB_06810	1	462	+	GOIOJP_32115	17.8	6.8		SO:0001217, UniRef:UniRef50_A0A806CB05
LEDCDB_06855	1	342	+	GOIOJP_32120	13.1	9.4		SO:0001217, UniRef:UniRef50_UPI000E295F27, UniRef:UniRef90_UPI000E295F27
LEDCDB_06915	1	174	+	GOIOJP_32125	6.1	9.6		
PFKKPM_06090	1	567	+	GOIOJP_32165	21.8	8.8		RefSeq:WP_010883820.1, SO:0001217, UniParc:UPI00000576C6, UniRef:UniRef100_Q9S0A4, UniRef:UniRef90_Q9S073
NCOCKI_06550	1	498	+	GOIOJP_32235	18.5	5.3		SO:0001217, UniRef:UniRef50_G0ANT6
NCOCKI_06600	1	330	+	GOIOJP_32240	13.1	9.7		
MDIKAG_05245	1	1530	+	GOIOJP_32260	48.7	4.7		
FIFDAA_04685	1	1398	+	GOIOJP_32355	52.7	6.5		SO:0001217, UniRef:UniRef50_Q0SLV8, UniRef:UniRef90_A0A806CL76
FIFDAA_06855	1	768	+	GOIOJP_32525	29.8	4.8		
FIFDAA_06940	1	462	+	GOIOJP_32545	16.4	6.8		
AMNIDF_04750	1	186	+	GOIOJP_32560	6.9	4.1		
AMNIDF_05755	1	2115	+	GOIOJP_32580	83.0	8.8		
AMNIDF_06470	1	498	+	GOIOJP_32590	18.6	5.6		SO:0001217, UniRef:UniRef50_G0ANT6, UniRef:UniRef90_A0A7W9ZP10
AMNIDF_06545	1	201	+	GOIOJP_32595	6.6	9.0		
KBHFML_05555	1	366	+	GOIOJP_32615	14.6	4.9		SO:0001217, UniRef:UniRef50_A0A806C6L0
LMDBHP_06780	1	456	+	GOIOJP_32660	17.0	7.9		
LMDBHP_06860	1	447	+	GOIOJP_32670	16.9	5.1		
LMDBHP_06900	1	432	+	GOIOJP_32680	15.6	6.3		
IDOJHL_06560	1	339	+	GOIOJP_32700	13.1	6.1		
FHMDHP_00835	1	525	+	GOIOJP_32725	20.5	5.0		
FHMDHP_01260	1	885	+	GOIOJP_32745	33.2	5.3		
FHMDHP_01345	1	1506	+	GOIOJP_32750	58.5	9.1	PF00563.24|EAL	PFAM:PF00563.24
FHMDHP_01475	1	300	+	GOIOJP_32775	11.4	5.2		
FHMDHP_01620	1	336	+	GOIOJP_32780	13.0	9.1		SO:0001217, UniRef:UniRef50_A0A806CJQ9, UniRef:UniRef90_UPI0001F23BD5
FHMDHP_01700	1	336	+	GOIOJP_32790	12.8	5.4		SO:0001217, UniRef:UniRef50_A0A7W9ZBW0
FHMDHP_01735	1	555	+	GOIOJP_32805	20.7	7.9	PF02637.22|GatB_Yqey	PFAM:PF02637.22
FHMDHP_01765	1	741	+	GOIOJP_32820	29.4	9.0	PF16684.9|Telomere_res	PFAM:PF16684.9
FHMDHP_01925	1	498	+	GOIOJP_32845	19.1	9.4	PF00990.25|GGDEF	PFAM:PF00990.25
FHMDHP_01960	1	291	+	GOIOJP_32860	10.5	8.0		
FHMDHP_01970	1	357	+	GOIOJP_32865	14.3	9.6		RefSeq:WP_012672402.1, SO:0001217, UniParc:UPI000198222F, UniRef:UniRef100_UPI000198222F, UniRef:UniRef50_Q44728, UniRef:UniRef90_A0A7U3YBP9
FHMDHP_01990	1	393	+	GOIOJP_32870	14.4	4.6	PF13277.10|YmdB	PFAM:PF13277.10
FHMDHP_02010	1	546	+	GOIOJP_32875	19.6	4.9		
FHMDHP_02020	1	408	+	GOIOJP_32880	15.0	5.9		
FHMDHP_02040	25	243	+	GOIOJP_32895	8.5	8.0		
FHMDHP_02050	1	318	+	GOIOJP_32905	12.0	5.1		
FHMDHP_03810	1	504	+	GOIOJP_32945	19.6	5.8	PF08540.14|HMG_CoA_synt_C	PFAM:PF08540.14
FHMDHP_03840	25	243	+	GOIOJP_32960	8.5	8.0		
FHMDHP_05370	1	537	+	GOIOJP_32985	21.2	8.5		
FHMDHP_05390	1	366	+	GOIOJP_32990	14.3	8.8		RefSeq:WP_010256460.1, SO:0001217, UniParc:UPI00017F37C6, UniRef:UniRef100_UPI00017F37C6, UniRef:UniRef50_UPI001E473841, UniRef:UniRef90_UPI00017F37C6
NGKBDK_05665	1	396	+	GOIOJP_33080	15.7	8.7		
NGKBDK_05695	1	528	+	GOIOJP_33085	20.7	9.1		RefSeq:WP_010258620.1, SO:0001217, UniParc:UPI00016B2845, UniRef:UniRef100_A0A0H3C0R6, UniRef:UniRef90_A0A0H3C0R6
NGKBDK_06105	1	435	+	GOIOJP_33100	16.7	4.9	PF04466.17|Terminase_3, PF17289.6|Terminase_6C	PFAM:PF04466.17, PFAM:PF17289.6
CFPHFI_05905	1	687	+	GOIOJP_33130	26.8	6.2		SO:0001217, UniRef:UniRef50_A0A1L8ZAA5, UniRef:UniRef90_A0A1L8ZAA5
CFPHFI_06110	1	387	+	GOIOJP_33160	14.2	9.5		
CFPHFI_06145	1	285	+	GOIOJP_33170	10.7	6.3		SO:0001217, UniRef:UniRef50_A0A7M4BKW9
DOEPLN_01115	1	393	+	GOIOJP_33185	15.2	5.5		
DOEPLN_01550	1	261	+	GOIOJP_33200	10.0	9.3	PF05714.15|PFam54_60	PFAM:PF05714.15
DOEPLN_01600	1	1836	+	GOIOJP_33210	72.5	9.1	PF13558.10|SbcC_Walker_B	PFAM:PF13558.10
DOEPLN_02405	1	480	+	GOIOJP_33255	18.9	8.9		
DOEPLN_02605	1	684	+	GOIOJP_33290	25.7	9.6	PF13368.10|Toprim_C_rpt	PFAM:PF13368.10
DOEPLN_02690	1	534	+	GOIOJP_33295	21.2	9.3		
DOEPLN_02770	1	396	+	GOIOJP_33310	15.3	6.6		SO:0001217, UniRef:UniRef50_UPI0002BB25FE, UniRef:UniRef90_UPI0002BB25FE
DOEPLN_02775	1	396	+	GOIOJP_33315	15.7	8.7		
DOEPLN_02905	1	606	+	GOIOJP_33330	23.6	9.9		
DOEPLN_03465	1	333	+	GOIOJP_33385	12.4	7.8	PF02782.20|FGGY_C	PFAM:PF02782.20
DOEPLN_03755	1	1068	+	GOIOJP_33410	40.3	9.2	PF02880.20|PGM_PMM_III	PFAM:PF02880.20
DOEPLN_03765	1	1470	+	GOIOJP_33420	55.2	5.0		
DOEPLN_04145	1	348	+	GOIOJP_33455	12.9	5.0		
DOEPLN_04340	1	1539	+	GOIOJP_33480	59.2	6.5	PF00072.28|Response_reg	PFAM:PF00072.28
DOEPLN_04735	13	846	+	GOIOJP_33535	31.7	8.4	PF00005.31|ABC_tran	PFAM:PF00005.31
DOEPLN_04750	1	465	+	GOIOJP_33540	17.9	9.6	PF05670.17|NFACT-R_1	PFAM:PF05670.17
DOEPLN_04755	1	867	+	GOIOJP_33545	33.0	5.0	PF02120.20|Flg_hook	PFAM:PF02120.20
DOEPLN_04790	1	525	+	GOIOJP_33555	19.7	9.4	PF02887.20|PK_C	PFAM:PF02887.20
DOEPLN_04980	1	759	+	GOIOJP_33575	28.7	6.1		
DOEPLN_04985	1	897	+	GOIOJP_33580	33.5	8.8	PF02985.26|HEAT, PF13646.10|HEAT_2	PFAM:PF02985.26, PFAM:PF13646.10
DOEPLN_04995	1	1158	+	GOIOJP_33585	44.2	6.0		SO:0001217, UniRef:UniRef50_UPI001E5B4145, UniRef:UniRef90_UPI001E5B4145
DOEPLN_05035	1	411	+	GOIOJP_33595	15.5	9.5		
DOEPLN_05105	1	468	+	GOIOJP_33610	18.2	9.4	PF01715.21|IPPT	PFAM:PF01715.21
DOEPLN_05185	1	639	+	GOIOJP_33620	23.7	9.5	PF14450.10|FtsA	PFAM:PF14450.10
DOEPLN_05195	1	447	+	GOIOJP_33630	17.3	7.7	PF18376.5|MDD_C	PFAM:PF18376.5
DOEPLN_05215	1	399	+	GOIOJP_33635	15.2	9.8		
DOEPLN_05225	1	273	+	GOIOJP_33640	10.8	8.7	PF05714.15|PFam54_60	PFAM:PF05714.15
DOEPLN_05260	19	216	+	GOIOJP_33645	7.3	9.7		
DOEPLN_05280	1	261	+	GOIOJP_33650	9.9	6.6		
DOEPLN_05300	1	666	+	GOIOJP_33660	24.4	9.4	PF00595.28|PDZ, PF13180.10|PDZ_2, PF14685.10|Tricorn_PDZ, PF17820.5|PDZ_6	PFAM:PF00595.28, PFAM:PF13180.10, PFAM:PF14685.10, PFAM:PF17820.5
DOEPLN_05390	1	360	+	GOIOJP_33665	14.3	9.8		
DOEPLN_05430	1	315	+	GOIOJP_33670	12.0	5.3		
DOEPLN_05465	1	570	+	GOIOJP_33680	21.7	9.2		
DOEPLN_05515	1	357	+	GOIOJP_33685	13.6	10.2	PF08459.15|UvrC_RNaseH_dom, PF14520.10|HHH_5	PFAM:PF08459.15, PFAM:PF14520.10
DOEPLN_05525	55	216	+	GOIOJP_33690	5.8	9.5	PF04131.18|NanE	PFAM:PF04131.18
DOEPLN_05555	1	474	+	GOIOJP_33695	19.1	9.5		
DOEPLN_05565	1	408	+	GOIOJP_33700	15.3	4.8		
DOEPLN_05590	1	438	+	GOIOJP_33705	16.4	9.0		
DOEPLN_05600	1	414	+	GOIOJP_33710	15.2	9.8		
DOEPLN_05610	1	360	+	GOIOJP_33715	13.5	5.4		
DOEPLN_05645	1	267	+	GOIOJP_33720	10.2	6.6		
