DMPBEC_00005	Uncharacterized protein BB_0001
FOFEEG_04425	group_1632
FOFEEG_04430	group_2202
FOFEEG_04435	group_2203
FOFEEG_04455	group_1049
FOFEEG_04470	group_2204
FOFEEG_04490	group_944
FOFEEG_04495	group_1011
FOFEEG_04510	group_1265
FOFEEG_04800	group_1633
FOFEEG_04905	group_1634
FOFEEG_04915	group_824
FOFEEG_05055	group_1921
FOFEEG_05065	group_1513
FOFEEG_05085	group_2205
FOFEEG_05110	group_2206
FOFEEG_05190	group_2207
FOFEEG_05210	p27-L55
FOFEEG_05215	group_1000
FOFEEG_05220	group_2208
FOFEEG_05225	group_2209
FOFEEG_05230	group_1358
FOFEEG_05235	group_1185
FOFEEG_05240	group_2210
FOFEEG_05245	group_2211
FOFEEG_05250	group_1186
FOFEEG_05280	group_2212
FOFEEG_05285	group_2213
FOFEEG_05295	group_2214
FOFEEG_05310	group_2215
FOFEEG_05330	group_2216
FOFEEG_05350	group_2217
FOFEEG_05355	group_2218
FOFEEG_05495	group_2219
FOFEEG_05525	group_2220
FOFEEG_05535	group_342
FOFEEG_05545	group_301
FOFEEG_05550	group_299
FOFEEG_05555	group_2957
FOFEEG_05565	group_2923
FOFEEG_05570	group_146
FOFEEG_05585	group_1089
FOFEEG_05590	group_406
FOFEEG_05595	group_3080
FOFEEG_05605	group_517
FOFEEG_05610	group_486
FOFEEG_05615	group_2221
FOFEEG_05620	group_1635
FOFEEG_05625	group_2222
FOFEEG_05630	group_2223
FOFEEG_05635	group_3357
FOFEEG_05640	group_3334
FOFEEG_05650	group_2224
FOFEEG_05665	group_611
FOFEEG_05670	group_27
FOFEEG_05710	group_2225
FOFEEG_05805	group_1636
FOFEEG_05820	group_2226
FOFEEG_05855	group_2227
FOFEEG_05860	group_2228
FOFEEG_05880	Type I restriction endonuclease subunit R
FOFEEG_05945	group_1637
FOFEEG_05970	group_1452
FOFEEG_05975	group_450
FOFEEG_05980	group_847
FOFEEG_05985	group_909
FOFEEG_05990	group_883
FOFEEG_06025	group_2959
FOFEEG_06030	group_362
FOFEEG_06045	group_760
FOFEEG_06050	group_160
FOFEEG_06075	group_1362
FOFEEG_06080	group_899
FOFEEG_06085	group_568
FOFEEG_06095	group_3231
FOFEEG_06100	group_2229
FOFEEG_06110	group_2230
FOFEEG_06115	group_209
FOFEEG_06155	OspE-related lipoprotein
FOFEEG_06160	group_1124
FOFEEG_06175	group_2232
FOFEEG_06200	group_192
FOFEEG_06205	group_2233
FOFEEG_06225	group_564
FOFEEG_06235	group_1360
FOFEEG_06255	group_1363
FOFEEG_06275	Erp26 protein
FOFEEG_06280	group_1125
FOFEEG_06290	group_14
FOFEEG_06310	group_2884
FOFEEG_06325	group_2235
FOFEEG_06340	group_3048
FOFEEG_06355	group_1359
FOFEEG_06390	group_137
FOFEEG_06395	group_1176
FOFEEG_06400	group_2236
FOFEEG_06405	group_2237
FOFEEG_06410	membrane protein
FOFEEG_06460	group_3314
FOFEEG_06475	Outer surface protein E
FOFEEG_06485	Erp24 protein
FOFEEG_06490	group_2241
FOFEEG_06505	group_638
FOFEEG_06510	group_1187
FOFEEG_06515	group_1188
FOFEEG_06535	group_2243
FOFEEG_06540	group_837
FOFEEG_06545	group_1361
FOFEEG_06555	group_3077
FOFEEG_06560	group_732
FOFEEG_06570	group_99
FOFEEG_06580	group_2244
FOFEEG_06585	group_1639
FOFEEG_06600	group_663
FOFEEG_06605	group_1640
FOFEEG_06610	group_3054
FOFEEG_06615	group_579
HMIDLJ_04750	group_2033
HMIDLJ_04755	group_1580
HMIDLJ_04940	group_686
HMIDLJ_04945	group_3138
HMIDLJ_04955	group_471
HMIDLJ_05000	group_210
HMIDLJ_05055	group_3427
HMIDLJ_05100	group_3637
HMIDLJ_05110	group_3785
HMIDLJ_05285	group_177
HMIDLJ_05290	group_2868
HMIDLJ_05310	group_318
HMIDLJ_05315	group_3782
HMIDLJ_05330	group_2739
HMIDLJ_05350	group_3514
HMIDLJ_05355	group_3201
HMIDLJ_05490	group_167
HMIDLJ_05530	group_3467
HMIDLJ_05540	group_2743
HMIDLJ_05545	group_2608
HMIDLJ_05550	group_2938
HMIDLJ_05555	group_3507
HMIDLJ_05560	group_2982
HMIDLJ_05565	group_3196
HMIDLJ_05570	group_3353
HMIDLJ_05870	group_3035
HMIDLJ_05890	group_474
HMIDLJ_05910	group_762
HMIDLJ_05915	group_135
HMIDLJ_05920	group_660
HMIDLJ_06095	group_1056
HMIDLJ_06110	group_3120
HMIDLJ_06125	group_3034
HMIDLJ_06315	group_202
HMIDLJ_06470	group_3243
HMIDLJ_07040	group_2245
HMIDLJ_07370	group_1306
HMIDLJ_07535	group_369
HMIDLJ_07540	terminase large subunit
HMIDLJ_07545	group_275
HMIDLJ_07685	group_118
HMIDLJ_07750	group_44
HILFBG_00705	group_2246
HILFBG_04245	group_2247
HILFBG_04265	group_2248
HILFBG_04345	group_2249
HILFBG_04735	group_1916
HILFBG_04885	group_2250
HILFBG_04920	Bbk48-like
HILFBG_04940	group_931
HILFBG_04945	group_286
HILFBG_04965	group_877
HILFBG_04975	group_2744
HILFBG_05035	group_3134
HILFBG_05045	group_2729
HILFBG_05060	group_3002
HILFBG_05070	group_3240
HILFBG_05080	group_2252
HILFBG_05170	group_903
HILFBG_05175	group_879
HILFBG_05185	group_2748
HILFBG_05195	group_3458
HILFBG_05215	group_349
HILFBG_05240	group_1094
HILFBG_05260	group_1033
HILFBG_05270	group_3008
HILFBG_05340	group_1536
HILFBG_05345	group_1540
HILFBG_05350	group_1966
HILFBG_05360	group_78
HILFBG_05375	group_139
HILFBG_05390	group_2816
HILFBG_05405	group_3459
HILFBG_05410	group_3191
HILFBG_05415	group_2749
HILFBG_05460	group_3434
HILFBG_05480	group_2861
HILFBG_05520	group_2116
HILFBG_05545	group_2637
HILFBG_05550	group_1024
HILFBG_05570	group_1095
HILFBG_05580	group_752
HILFBG_05600	group_2964
HILFBG_05625	group_507
HILFBG_05630	group_485
HILFBG_05665	group_3336
HILFBG_05675	group_1038
HILFBG_05730	group_2678
HILFBG_05795	group_1088
HILFBG_05835	group_2570
HILFBG_06015	group_2987
HILFBG_06020	group_3502
HILFBG_06030	group_2623
HILFBG_06055	group_3801
HILFBG_06060	group_2829
HILFBG_06065	group_2795
HILFBG_06090	group_1087
HILFBG_06130	group_543
HILFBG_06390	group_2976
HILFBG_06395	group_3503
HILFBG_06400	group_2942
HILFBG_06405	group_2624
HILFBG_06410	group_521
HILFBG_06415	group_729
HILFBG_06425	group_3817
HILFBG_06445	group_656
HILFBG_06460	group_2849
HILFBG_06465	group_687
HILFBG_06480	group_2734
HILFBG_06485	group_1028
HILFBG_06500	group_3057
HILFBG_06505	group_3251
HILFBG_06510	group_237
HILFBG_06560	group_974
HILFBG_06575	group_81
HILFBG_06585	group_3360
HILFBG_06600	group_1073
HILFBG_06605	group_1074
HILFBG_06625	group_3524
HILFBG_06695	group_429
HILFBG_06895	group_2253
HILFBG_06970	group_232
HILFBG_07050	group_665
HILFBG_07080	group_2254
HILFBG_07090	group_475
HILFBG_07095	group_330
HILFBG_07400	group_2255
HILFBG_07405	group_2256
HILFBG_07410	group_1643
HILFBG_07415	Type IV restriction-modification system
HILFBG_07425	group_963
HILFBG_07430	group_964
HILFBG_07440	group_779
HILFBG_07445	group_780
HILFBG_07450	group_529
HILFBG_07455	group_530
KGLOHF_04425	group_1644
KGLOHF_04430	group_1645
KGLOHF_04435	group_1051
KGLOHF_04445	group_2763
KGLOHF_04455	group_3246
KGLOHF_04460	group_245
KGLOHF_04605	group_648
KGLOHF_04620	group_164
KGLOHF_04640	group_470
KGLOHF_04645	group_842
KGLOHF_05060	group_1190
KGLOHF_05095	group_3376
KGLOHF_05100	group_2654
KGLOHF_05110	group_3068
KGLOHF_05230	group_2742
KGLOHF_05275	group_1145
KGLOHF_05285	group_3740
KGLOHF_06085	group_535
KGLOHF_06395	group_394
KGLOHF_06415	group_950
KGLOHF_06600	group_823
KGLOHF_06680	group_1646
JFIHAH_04390	group_3193
JFIHAH_04400	group_2615
JFIHAH_04405	group_884
JFIHAH_04420	group_440
JFIHAH_04445	group_991
JFIHAH_04465	group_28
JFIHAH_04600	group_1354
JFIHAH_04760	group_23
JFIHAH_04795	group_22
JFIHAH_04800	group_21
JFIHAH_04820	group_2240
JFIHAH_04840	group_281
JFIHAH_04850	group_980
JFIHAH_04855	group_3234
JFIHAH_04925	group_606
JFIHAH_04945	group_94
JFIHAH_04950	group_2257
JFIHAH_05040	group_2922
JFIHAH_05090	group_567
JFIHAH_05095	group_3071
JFIHAH_05100	group_3235
JFIHAH_05105	group_240
JFIHAH_05120	group_993
JFIHAH_05145	group_337
JFIHAH_05195	group_196
JFIHAH_05205	group_3884
JFIHAH_05240	group_953
JFIHAH_05245	group_307
JFIHAH_05275	group_716
JFIHAH_05285	group_3596
JFIHAH_05290	group_433
JFIHAH_05875	group_1649
JFIHAH_05885	group_702
JFIHAH_05940	group_1650
JFIHAH_05945	MTA/SAH nucleosidase
JFIHAH_06220	Putative vls recombination cassette 12
JFIHAH_06235	group_2258
JFIHAH_06240	group_1189
JFIHAH_06245	group_2259
JFIHAH_06250	group_2260
EBOALB_04310	group_2261
EBOALB_04575	erpM
EBOALB_04585	group_3329
EBOALB_04600	group_3509
EBOALB_04605	group_724
EBOALB_04690	group_463
EBOALB_04700	group_2262
EBOALB_04705	group_570
EBOALB_04715	group_3232
EBOALB_04725	group_241
EBOALB_04730	group_2264
EBOALB_04740	group_625
EBOALB_04765	group_5
EBOALB_04775	group_977
EBOALB_04790	group_864
EBOALB_04805	group_3762
EBOALB_04815	group_1602
EBOALB_04820	group_2265
EBOALB_04825	group_924
EBOALB_04830	group_2266
EBOALB_04835	group_3337
EBOALB_04840	group_3612
EBOALB_04860	group_3823
EBOALB_04870	group_524
EBOALB_04880	group_2268
EBOALB_04910	group_2269
EBOALB_04925	group_2679
EBOALB_04930	group_90
EBOALB_04945	group_3609
EBOALB_04970	group_1090
EBOALB_04990	group_456
EBOALB_05000	group_901
EBOALB_05010	group_3050
EBOALB_05025	group_2270
EBOALB_05065	group_34
EBOALB_05085	group_1135
EBOALB_05110	group_2271
EBOALB_05150	group_2272
EBOALB_05165	group_3162
EBOALB_05200	group_149
EBOALB_05225	group_324
EBOALB_05235	group_2273
EBOALB_05260	group_2274
EBOALB_05265	group_2275
EBOALB_05300	group_142
EBOALB_05305	group_141
EBOALB_05320	group_2962
EBOALB_05325	group_311
EBOALB_05330	group_424
EBOALB_05340	group_3161
EBOALB_05375	group_432
EBOALB_05390	group_89
EBOALB_05415	group_3757
EBOALB_05455	group_206
EBOALB_05460	group_2276
EBOALB_05490	group_2277
EBOALB_05505	group_3136
EBOALB_05515	group_2278
EBOALB_05520	group_2279
EBOALB_05530	group_2280
EBOALB_05535	group_389
EBOALB_05785	group_2281
EBOALB_05860	group_703
EBOALB_06070	group_769
EBOALB_06085	group_1314
EBOALB_06090	group_2282
EBOALB_06095	group_2283
EBOALB_06100	group_2284
EBOALB_06105	group_2285
EBOALB_06110	group_2286
EBOALB_06115	group_2287
EBOALB_06130	group_2288
EBOALB_06135	group_2289
EBOALB_06140	group_2290
EBOALB_06145	group_2291
EBOALB_06150	group_2292
EBOALB_06155	group_2293
EBOALB_06160	group_2294
EBOALB_06165	group_2295
EBOALB_06170	group_2296
EBOALB_06175	virulence associated lipoprotein
EBOALB_06180	group_2298
EBOALB_06185	group_2299
EBOALB_06190	group_2300
EBOALB_06195	group_2301
EBOALB_06200	group_2302
EBOALB_06325	group_854
EBOALB_06365	group_835
KBFCPJ_00005	group_1192
KBFCPJ_00220	group_2303
KBFCPJ_00850	group_2304
KBFCPJ_00855	group_2305
KBFCPJ_01615	group_1205
KBFCPJ_03165	group_1218
KBFCPJ_03260	group_1220
KBFCPJ_04055	group_1226
KBFCPJ_04075	group_1184
KBFCPJ_04315	group_1181
KBFCPJ_04430	Membrane protein
KBFCPJ_04470	group_2307
KBFCPJ_04485	group_3052
KBFCPJ_04490	group_3000
KBFCPJ_04510	group_334
KBFCPJ_04540	group_653
KBFCPJ_04615	group_3767
KBFCPJ_04640	Erp family outer-surface lipoprotein
KBFCPJ_04675	group_2308
KBFCPJ_04870	group_3131
KBFCPJ_04915	group_3780
KBFCPJ_04980	group_2309
KBFCPJ_05025	group_623
KBFCPJ_05030	group_204
KBFCPJ_05040	Repeat motif-containing protein
KBFCPJ_05045	group_2586
KBFCPJ_05055	group_565
KBFCPJ_05080	group_3133
KBFCPJ_05100	group_2873
KBFCPJ_05130	group_423
KBFCPJ_05140	group_2311
KBFCPJ_05145	group_733
KBFCPJ_05150	group_739
KBFCPJ_05195	group_117
KBFCPJ_05225	group_16
KBFCPJ_05260	group_1653
KBFCPJ_05275	group_3042
KBFCPJ_05290	group_1070
KBFCPJ_05300	group_328
KBFCPJ_05305	group_3311
KBFCPJ_05375	group_3148
KBFCPJ_05385	group_413
KBFCPJ_05395	group_2824
KBFCPJ_05440	group_3012
KBFCPJ_05510	group_2315
KBFCPJ_05610	group_937
KBFCPJ_05625	group_2316
KBFCPJ_05630	SIMPL domain-containing protein
KBFCPJ_05650	group_2317
KBFCPJ_05655	group_2318
KBFCPJ_05695	group_217
KBFCPJ_05745	group_2319
KBFCPJ_06095	group_2320
KBFCPJ_06185	group_1491
KBFCPJ_06215	group_2321
KBFCPJ_06220	group_2322
KBFCPJ_06230	group_1178
KBFCPJ_06235	group_775
KBFCPJ_06240	group_1072
KBFCPJ_06245	group_1364
KBFCPJ_06250	group_1654
KBFCPJ_06255	group_2323
KBFCPJ_06260	group_1659
KBFCPJ_06265	group_2324
KBFCPJ_06270	group_2325
KBFCPJ_06275	group_2326
KBFCPJ_06280	group_2327
KBFCPJ_06285	group_2328
KBFCPJ_06290	group_2329
KBFCPJ_06295	group_2330
KBFCPJ_06300	group_2331
KBFCPJ_06305	group_2332
KBFCPJ_06310	group_2333
KBFCPJ_06315	group_2334
KBFCPJ_06320	group_2335
KBFCPJ_06325	Putative membrane spanning protein
KBFCPJ_06330	group_2337
KBFCPJ_06335	group_2338
KBFCPJ_06340	group_2339
KBFCPJ_06345	group_2340
KBFCPJ_06360	group_793
KBFCPJ_06375	group_2341
KBFCPJ_06430	group_2342
KBFCPJ_06440	group_2343
KBFCPJ_06525	group_1734
KBFCPJ_06605	IS200/IS605 family transposase
KBFCPJ_06860	Decorin-binding protein A
JKOCPB_04290	group_2346
JKOCPB_04295	group_2347
JKOCPB_04520	group_2866
JKOCPB_04570	group_550
JKOCPB_04610	group_682
JKOCPB_04655	group_415
JKOCPB_04660	group_805
JKOCPB_04920	group_3864
JKOCPB_04940	group_3769
JKOCPB_05065	group_3315
JKOCPB_05095	group_171
JKOCPB_05125	group_1068
JKOCPB_05135	group_2772
JKOCPB_05195	group_2817
JKOCPB_05280	group_205
JKOCPB_05340	group_112
JKOCPB_05345	group_3323
JKOCPB_05385	group_1066
JKOCPB_05455	group_3159
JKOCPB_05465	group_481
JKOCPB_05485	group_436
JKOCPB_05495	group_3328
JKOCPB_05500	group_82
JKOCPB_05560	group_2132
JKOCPB_05890	group_537
JKOCPB_05975	group_1269
JKOCPB_06035	group_1076
JKOCPB_06050	group_1647
JKOCPB_06075	group_820
JKOCPB_06160	group_224
JKOCPB_06310	group_397
MBDBPK_04260	group_874
MBDBPK_04265	group_1567
MBDBPK_04270	group_1571
MBDBPK_04275	group_1576
MBDBPK_04280	group_1061
MBDBPK_04285	group_2348
MBDBPK_04290	group_536
MBDBPK_04455	group_2349
MBDBPK_04460	group_2350
MBDBPK_04465	group_2351
MBDBPK_04475	group_265
MBDBPK_04500	group_19
MBDBPK_04515	group_409
MBDBPK_04520	group_806
MBDBPK_04525	group_2352
MBDBPK_04530	group_509
MBDBPK_04540	group_713
MBDBPK_04600	group_33
MBDBPK_04635	ORF17/2-9-9 lipoprotein
MBDBPK_04655	group_574
MBDBPK_04670	group_465
MBDBPK_04685	group_1551
MBDBPK_04700	group_1078
MBDBPK_04725	group_378
MBDBPK_04735	group_989
MBDBPK_04740	group_2354
MBDBPK_04745	group_2355
MBDBPK_04750	group_3274
MBDBPK_04840	group_3744
MBDBPK_04850	group_1553
MBDBPK_04855	group_1153
MBDBPK_04865	group_1080
MBDBPK_04880	group_2830
MBDBPK_04935	group_3130
MBDBPK_04940	group_1554
MBDBPK_05355	group_503
MBDBPK_05415	group_2900
MBDBPK_05420	group_885
MBDBPK_05460	group_108
MBDBPK_05485	group_15
MBDBPK_05515	group_3638
MBDBPK_05520	group_322
MBDBPK_05590	group_1340
MBDBPK_05605	group_2862
MBDBPK_05610	group_3312
MBDBPK_05670	group_2653
MBDBPK_05720	group_3466
MBDBPK_05745	group_3499
MBDBPK_05760	group_3356
MBDBPK_05765	group_3326
MBDBPK_05845	group_3229
MBDBPK_06150	variable large family protein
MBDBPK_06165	group_41
MBDBPK_06170	group_42
MBDBPK_06175	group_43
PNPFKP_05545	group_3097
PNPFKP_05715	group_1092
PNPFKP_05770	group_2745
PNPFKP_05780	group_880
PNPFKP_05790	group_2970
PNPFKP_05805	group_3324
PNPFKP_05815	group_3429
PNPFKP_05870	group_667
PNPFKP_05940	group_359
PNPFKP_06145	group_479
PNPFKP_06150	group_498
PNPFKP_06360	group_3777
PNPFKP_06575	group_511
PNPFKP_06600	group_712
PNPFKP_06610	group_508
PNPFKP_06695	group_569
PNPFKP_06715	group_2356
PNPFKP_06765	group_2366
PNPFKP_06780	group_3331
PNPFKP_06790	group_442
PNPFKP_06805	group_708
PNPFKP_06830	group_408
PNPFKP_06855	group_126
PNPFKP_06860	group_746
PNPFKP_07675	group_2357
PNPFKP_07690	group_388
EDIMDB_04905	group_829
EDIMDB_04910	group_831
EDIMDB_05270	group_3698
EDIMDB_05560	group_1953
EDIMDB_05580	group_718
EDIMDB_05585	group_2901
EDIMDB_05595	group_3156
EDIMDB_05655	group_3665
EDIMDB_05965	group_608
EDIMDB_05985	group_3431
EDIMDB_05990	group_92
EDIMDB_06000	group_434
EDIMDB_06015	group_3821
EDIMDB_06030	group_513
EDIMDB_06310	group_2788
EDIMDB_06315	group_2823
EDIMDB_06880	group_1525
EDIMDB_07100	group_965
EDIMDB_07105	group_966
EDIMDB_07135	group_719
EDIMDB_07140	group_3081
KKDEEG_04405	group_390
KKDEEG_04630	group_1304
KKDEEG_05165	group_815
KKDEEG_05810	group_3790
KKDEEG_05975	group_3141
KKDEEG_05995	group_2874
KKDEEG_06255	group_814
KKDEEG_06335	group_844
KKDEEG_07000	group_2358
KKDEEG_07080	group_1057
KKDEEG_07085	group_469
KKDEEG_07215	group_2583
KKDEEG_07285	group_62
KKDEEG_07305	group_54
KKDEEG_07310	group_55
KKDEEG_07315	group_53
LCAGBB_04665	group_2787
LCAGBB_04685	group_2841
LCAGBB_04690	group_3703
LCAGBB_04695	group_3122
LCAGBB_04700	group_3666
LCAGBB_05365	group_750
LCAGBB_05415	group_2902
LCAGBB_05780	group_758
LCAGBB_06280	group_3697
LCAGBB_06445	group_757
LCAGBB_06840	group_2907
LCAGBB_06850	group_734
LCAGBB_06855	group_3461
LCAGBB_06875	group_2793
LCAGBB_06915	group_2727
LCAGBB_06920	group_1030
LCAGBB_06940	group_2581
LCAGBB_07000	group_2314
LCAGBB_07005	group_1976
LCAGBB_07010	group_87
LCAGBB_07015	group_3333
FHINLM_05785	group_3702
FHINLM_05805	group_2927
FHINLM_05815	group_357
FHINLM_05825	group_296
FHINLM_05830	group_426
FHINLM_05950	group_3675
FHINLM_06505	group_103
FHINLM_06510	group_3771
FHINLM_06980	group_183
FHINLM_07035	group_714
FHINLM_07145	group_563
FHINLM_07750	group_961
ECNPCP_04325	group_393
ECNPCP_05220	group_2359
ECNPCP_05225	group_2360
ECNPCP_05275	group_2361
ECNPCP_05460	group_3011
ECNPCP_05465	group_3062
ECNPCP_05960	group_68
ECNPCP_05970	group_69
ECNPCP_06620	group_2769
ECNPCP_06625	group_3065
ECNPCP_06630	group_3250
ECNPCP_06645	group_212
ECNPCP_06865	group_634
ECNPCP_06990	group_3154
ECNPCP_07020	group_3055
ECNPCP_07030	group_93
CMPENM_04895	group_2362
CMPENM_05065	group_2023
CMPENM_05070	group_2020
CMPENM_05700	group_929
CMPENM_05710	group_370
CMPENM_05800	group_2363
CMPENM_06005	group_581
CMPENM_06010	Borrelia hemolysin accessory family protein
CMPENM_06220	group_1154
CMPENM_06245	group_984
CMPENM_06310	group_601
CMPENM_06315	group_9
CMPENM_06320	group_6
CMPENM_06325	group_8
CMPENM_06330	group_7
CMPENM_06410	group_17
CMPENM_06415	group_603
CMPENM_06505	group_1578
CMPENM_06510	group_1579
CMPENM_06530	group_3513
CMPENM_06550	group_2771
CMPENM_06555	group_2659
CMPENM_06565	group_2037
CMPENM_06580	group_1592
CMPENM_06630	group_1117
CMPENM_06635	group_3152
CMPENM_06655	group_309
CMPENM_06665	group_181
CMPENM_06680	group_1165
BNDKBC_04650	group_168
BNDKBC_04985	group_243
BNDKBC_04990	group_3241
BNDKBC_05130	group_3377
BNDKBC_06725	group_3690
BNDKBC_06735	group_494
BNDKBC_06755	group_812
BNDKBC_06770	group_3187
AEPIPJ_04760	group_591
AEPIPJ_05315	group_1032
AEPIPJ_05585	group_3046
AEPIPJ_05610	group_338
AEPIPJ_05725	group_1958
AEPIPJ_05730	group_1960
AEPIPJ_05735	group_1005
AEPIPJ_05780	group_1962
AEPIPJ_05895	group_882
AEPIPJ_05905	group_2983
AEPIPJ_05915	group_3354
AEPIPJ_05920	group_3775
AEPIPJ_05950	group_616
AEPIPJ_05975	group_2681
AEPIPJ_05990	group_2364
AEPIPJ_06060	group_2587
AEPIPJ_06145	group_3092
AEPIPJ_06695	group_2365
AEPIPJ_07605	group_640
AEPIPJ_07790	group_962
AEPIPJ_07795	group_645
AEPIPJ_07815	group_637
AEPIPJ_07845	group_3689
AEPIPJ_07855	group_730
AEPIPJ_07860	group_3082
AEPIPJ_07865	group_2989
AEPIPJ_07870	group_890
AEPIPJ_07875	group_992
AEPIPJ_07880	group_2367
AEPIPJ_07900	group_940
AEPIPJ_07905	group_343
AEPIPJ_07910	group_531
AEPIPJ_07915	group_532
FLFPPO_00610	group_2368
FLFPPO_00615	group_2369
FLFPPO_03360	group_2370
FLFPPO_04645	group_959
FLFPPO_04650	group_2371
FLFPPO_04765	group_1508
FLFPPO_04855	group_872
FLFPPO_04860	group_870
FLFPPO_04865	group_919
FLFPPO_04885	group_2373
FLFPPO_04895	group_1138
FLFPPO_04900	group_920
FLFPPO_04920	group_2374
FLFPPO_04925	group_2375
FLFPPO_04930	group_914
FLFPPO_04935	group_2376
FLFPPO_04945	group_913
FLFPPO_05185	group_1660
FLFPPO_05220	group_207
FLFPPO_05230	group_2685
FLFPPO_05285	group_373
FLFPPO_05300	group_851
FLFPPO_05305	group_2377
FLFPPO_05345	group_2835
FLFPPO_05350	group_366
FLFPPO_05355	group_2925
FLFPPO_05520	group_1656
FLFPPO_05525	group_1366
FLFPPO_05545	group_2751
FLFPPO_05650	group_2378
FLFPPO_05655	group_2379
FLFPPO_05680	group_1663
FLFPPO_05765	group_930
FLFPPO_05885	group_2822
FLFPPO_05900	group_3089
FLFPPO_05950	group_381
FLFPPO_05970	group_2380
FLFPPO_05975	group_2381
FLFPPO_06020	group_2382
FLFPPO_06040	group_2996
FLFPPO_06050	group_1662
FLFPPO_06060	group_331
FLFPPO_06215	group_2383
FLFPPO_06220	group_2384
FLFPPO_06290	Outer surface protein C
FLFPPO_06430	Cas12f1-like TNB domain-containing protein
FLFPPO_06450	group_2386
FLFPPO_06455	group_2387
FLFPPO_06465	group_2388
FLFPPO_06470	group_2389
FLFPPO_06475	group_2390
FLFPPO_06480	group_2391
FLFPPO_06485	group_2392
FLFPPO_06490	group_2393
FLFPPO_06495	group_1665
FLFPPO_06540	group_2394
FLFPPO_06560	group_1666
IGONDL_04285	group_1180
IGONDL_04770	group_1658
IGONDL_04775	group_1365
IGONDL_04780	group_1071
IGONDL_04810	group_282
IGONDL_04995	group_489
IGONDL_05130	group_1526
IGONDL_05135	group_798
IGONDL_05870	group_2395
IGONDL_05930	group_2396
IGONDL_06255	group_936
IGONDL_06405	group_270
IGONDL_06435	group_600
IGONDL_06470	group_1171
IGONDL_06520	group_419
IGONDL_06545	group_2908
IGONDL_06590	group_926
IGONDL_06605	group_3083
IGONDL_06610	group_852
IGONDL_06615	group_546
IGONDL_06620	group_1099
IGONDL_06625	group_1648
IGONDL_06640	group_1667
IGONDL_06645	group_583
IGONDL_06660	group_2397
HOFFII_04680	group_827
HOFFII_04725	group_2398
HOFFII_04730	group_2399
HOFFII_04735	group_2400
HOFFII_04790	group_869
HOFFII_04895	group_717
HOFFII_04970	group_630
HOFFII_05105	group_1054
HOFFII_05135	group_2401
HOFFII_05170	group_3
HOFFII_05175	group_607
HOFFII_05225	group_3866
HOFFII_05300	group_297
HOFFII_05315	group_2926
HOFFII_05345	group_333
HOFFII_05355	group_2402
HOFFII_05370	group_2403
HOFFII_05385	group_2404
HOFFII_05545	group_3330
HOFFII_05550	group_83
HOFFII_05565	group_955
HOFFII_05615	group_2405
HOFFII_05655	group_3738
HOFFII_05760	group_2406
HOFFII_05810	Complement regulator-acquiring surface protein 3
HOFFII_05825	group_2408
HOFFII_05835	group_3614
HOFFII_05850	group_3867
HOFFII_05855	group_705
HOFFII_05905	group_412
HOFFII_06005	group_629
HOFFII_06015	group_203
HOFFII_06020	group_2409
HOFFII_06030	group_3239
HOFFII_06040	blyB
HOFFII_06045	group_2263
HOFFII_06050	group_595
HOFFII_06055	group_453
HOFFII_06060	group_340
HOFFII_06205	group_949
HOFFII_06320	group_3831
HOFFII_06335	group_1668
HOFFII_06340	group_2411
HOFFII_06350	group_2412
HOFFII_06355	group_2413
HOFFII_06360	group_2414
HOFFII_06365	group_1810
HOFFII_06475	group_768
HOFFII_06545	Major outer surface protein C
HOFFII_06595	group_2416
HOFFII_06720	group_226
HOFFII_06735	group_1669
HOFFII_06760	group_2417
HOFFII_06845	group_1670
HOFFII_06980	group_1019
HOFFII_06985	group_1671
HOFFII_07025	group_602
HOFFII_07040	group_2418
HOFFII_07045	group_2419
HOFFII_07050	group_2420
HOFFII_07055	group_2421
HOFFII_07070	group_288
HOFFII_07080	group_341
HOFFII_07085	group_454
HOFFII_07090	group_2422
HOFFII_07095	group_2423
HOFFII_07100	group_2424
HOFFII_07120	group_2425
HOFFII_07130	group_2426
HOFFII_07140	group_2427
HOFFII_07145	group_2428
HOFFII_07150	group_987
HOFFII_07205	group_2055
HOFFII_07210	group_1113
HOFFII_07220	group_1672
HOFFII_07225	group_2429
HOFFII_07230	group_2430
HOFFII_07235	group_2431
HOFFII_07285	group_1075
HOFFII_07295	group_2432
HOFFII_07315	group_2433
FMHLPC_05650	group_3093
FMHLPC_05655	group_3809
FMHLPC_05750	group_670
FMHLPC_05755	group_262
FMHLPC_05830	group_2979
FMHLPC_05845	group_2620
FMHLPC_05855	group_2871
FMHLPC_05870	group_3639
FMHLPC_05915	group_3506
FMHLPC_05920	group_2981
FMHLPC_06135	group_754
FMHLPC_06510	group_527
FMHLPC_06540	group_2898
FMHLPC_06725	group_247
FMHLPC_07255	group_3066
FMHLPC_07890	group_783
FMHLPC_07895	group_784
BHFKJP_04620	group_833
BHFKJP_04630	group_1924
BHFKJP_04975	group_534
BHFKJP_05300	group_133
BHFKJP_07080	group_250
BHFKJP_07095	group_3006
BHFKJP_07360	group_2434
BHFKJP_07370	group_3273
BHFKJP_07415	group_1170
BHFKJP_07520	group_304
BHFKJP_07525	group_1098
BHFKJP_07535	group_592
BHFKJP_07545	group_287
EBACPA_04280	group_3292
EBACPA_04395	group_2731
EBACPA_05520	group_1021
