CFHKPG_00001	Uncharacterized protein BB_0001
OLCIOJ_00897	group_3518
OLCIOJ_00907	group_1022
OLCIOJ_00908	group_342
OLCIOJ_00910	group_2931
OLCIOJ_00911	group_704
OLCIOJ_00914	group_3226
OLCIOJ_00915	group_3747
OLCIOJ_00917	group_4448
OLCIOJ_00919	group_1049
OLCIOJ_00920	group_1219
OLCIOJ_00921	group_911
OLCIOJ_00922	group_398
OLCIOJ_00924	group_890
OLCIOJ_00925	group_617
OLCIOJ_00933	group_532
OLCIOJ_00935	group_3422
OLCIOJ_00936	group_513
OLCIOJ_00937	group_228
OLCIOJ_00938	group_198
OLCIOJ_00940	group_2937
OLCIOJ_00943	outer surface protein F
OLCIOJ_00944	Integrase
OLCIOJ_00947	group_55
OLCIOJ_00952	group_362
OLCIOJ_00954	group_2328
OLCIOJ_00969	multidrug transporter
OLCIOJ_00971	group_1301
OLCIOJ_01061	group_294
OLCIOJ_01062	group_4124
OLCIOJ_01063	group_631
OLCIOJ_01066	group_392
OLCIOJ_01069	group_1043
OLCIOJ_01074	group_3219
OLCIOJ_01076	group_3644
OLCIOJ_01077	KID repeat protein
OLCIOJ_01078	group_2930
OLCIOJ_01081	group_1017
OLCIOJ_01091	group_4039
OLCIOJ_01092	group_3521
OLCIOJ_01097	group_3544
OLCIOJ_01101	group_4070
OLCIOJ_01107	group_393
OLCIOJ_01108	group_779
OLCIOJ_01109	group_1575
OLCIOJ_01110	group_1050
OLCIOJ_01114	group_473
OLCIOJ_01136	group_2127
OLCIOJ_01138	group_799
OLCIOJ_01141	group_2183
OLCIOJ_01147	group_3508
OLCIOJ_01150	group_3885
OLCIOJ_01152	group_3628
OLCIOJ_01163	group_782
OLCIOJ_01164	group_978
OLCIOJ_01165	group_3467
OLCIOJ_01167	group_747
OLCIOJ_01170	group_3220
OLCIOJ_01208	group_1611
OLCIOJ_01237	group_2241
OLCIOJ_01262	Variable outer membrane protein
OLCIOJ_01264	group_143
OLCIOJ_01274	group_3715
OLCIOJ_01275	group_354
OLCIOJ_01280	group_3859
OLCIOJ_01281	group_3216
OLCIOJ_01282	group_3769
OLCIOJ_01283	group_4239
OLCIOJ_01284	group_4451
OLCIOJ_01285	group_326
OLCIOJ_01286	group_1054
OLCIOJ_01287	group_1217
OLCIOJ_01288	group_777
OLCIOJ_01290	group_17
OLCIOJ_01297	group_59
OLCIOJ_01298	group_2942
OLCIOJ_01302	group_833
OLCIOJ_01304	group_2941
OLCIOJ_01309	group_1172
OLCIOJ_01310	group_1327
OLCIOJ_01311	group_739
OLCIOJ_01312	group_298
OLCIOJ_01313	group_3476
OLCIOJ_01314	group_1216
OLCIOJ_01315	group_1264
OLCIOJ_01319	group_875
OLCIOJ_01339	group_193
OLCIOJ_01340	group_2933
OLCIOJ_01341	group_2934
OLCIOJ_01342	group_163
OLCIOJ_01343	group_164
OLCIOJ_01345	group_2935
OLCIOJ_01346	group_2936
OLCIOJ_01354	group_1067
OLCIOJ_01355	group_2943
OLCIOJ_01357	group_3000
OLCIOJ_01366	erpL
OLCIOJ_01368	group_124
OLCIOJ_01384	group_3349
OLCIOJ_01392	group_1185
OLCIOJ_01395	class I SAM-dependent DNA methyltransferase
OLCIOJ_01399	group_2135
OLCIOJ_01400	group_2879
OLCIOJ_01401	group_2242
OLCIOJ_01405	group_837
OLCIOJ_01406	group_3720
OLCIOJ_01410	group_1385
OLCIOJ_01412	group_1583
OLCIOJ_01415	group_224
OLCIOJ_01418	group_3001
OLCIOJ_01419	group_3002
OLCIOJ_01421	group_552
OLCIOJ_01422	group_553
OLCIOJ_01423	group_2243
OLCIOJ_01425	group_413
OLCIOJ_01426	group_276
OLCIOJ_01429	group_1401
OLCIOJ_01430	group_172
OLCIOJ_01432	group_370
OLCIOJ_01435	group_3003
OLCIOJ_01436	group_678
OLCIOJ_01437	group_3004
BNDKBC_00931	group_980
BNDKBC_00933	group_3135
BNDKBC_00934	group_3580
BNDKBC_00954	group_138
BNDKBC_00956	group_3506
BNDKBC_00964	group_938
BNDKBC_00994	group_348
BNDKBC_00998	group_4311
BNDKBC_00999	group_3870
BNDKBC_01001	group_3770
BNDKBC_01003	group_4454
BNDKBC_01004	group_307
BNDKBC_01005	group_1055
BNDKBC_01049	group_594
BNDKBC_01054	group_28
BNDKBC_01058	group_1044
BNDKBC_01063	group_3242
BNDKBC_01082	group_3501
BNDKBC_01086	group_534
BNDKBC_01087	group_3545
BNDKBC_01088	group_3792
BNDKBC_01138	group_487
BNDKBC_01140	group_1278
BNDKBC_01193	group_2877
BNDKBC_01194	group_2878
BNDKBC_01262	group_3227
BNDKBC_01276	group_297
BNDKBC_01279	group_923
BNDKBC_01310	group_1209
BNDKBC_01338	group_267
BNDKBC_01340	group_1328
BNDKBC_01341	group_3751
BNDKBC_01342	group_3248
BNDKBC_01343	group_3871
BNDKBC_01348	group_1418
BNDKBC_01351	group_1167
BNDKBC_01352	group_547
BNDKBC_01354	group_3984
BNDKBC_01357	group_658
ELJNOB_00895	group_1318
ELJNOB_00990	group_2871
ELJNOB_01010	group_186
ELJNOB_01011	group_191
ELJNOB_01012	group_192
ELJNOB_01020	group_165
ELJNOB_01022	group_166
ELJNOB_01034	group_2820
ELJNOB_01035	group_1207
ELJNOB_01036	group_1463
ELJNOB_01042	group_2872
ELJNOB_01043	group_2858
ELJNOB_01044	group_2859
ELJNOB_01045	group_2182
ELJNOB_01046	group_2860
ELJNOB_01047	group_2861
ELJNOB_01048	dcm
ELJNOB_01049	MvaI/BcnI restriction endonuclease domain-containing protein
ELJNOB_01080	group_2736
ELJNOB_01081	group_2231
ELJNOB_01124	group_3884
ELJNOB_01126	group_3287
ELJNOB_01128	group_458
ELJNOB_01130	group_1505
ELJNOB_01135	group_4049
ELJNOB_01195	group_4303
ELJNOB_01300	group_2764
ELJNOB_01302	group_469
ELJNOB_01321	group_2306
ELJNOB_01411	group_2459
ELJNOB_01415	group_428
ELJNOB_01422	group_931
ELJNOB_01424	group_161
ELJNOB_01425	group_659
CBONDI_00855	group_2819
CBONDI_00860	group_2823
CBONDI_00875	group_1407
CBONDI_00921	group_1343
CBONDI_01004	group_1273
CBONDI_01044	group_3510
CBONDI_01045	group_3275
CBONDI_01048	group_543
CBONDI_01062	group_1039
CBONDI_01070	group_699
CBONDI_01093	Erp26 protein
CBONDI_01094	group_1435
CBONDI_01097	Peptidoglycan hydrolase CwlO-like protein
CBONDI_01098	group_2785
CBONDI_01099	group_2784
CBONDI_01121	group_604
CBONDI_01127	group_660
CBONDI_01128	group_3414
CBONDI_01129	group_3281
CBONDI_01147	site-specific integrase
CBONDI_01215	group_2894
CBONDI_01216	group_2895
CBONDI_01217	group_2896
CBONDI_01218	group_2897
CBONDI_01219	group_2898
CBONDI_01220	group_2899
CBONDI_01221	group_2900
CBONDI_01222	group_2901
CBONDI_01223	group_2902
CBONDI_01224	group_2903
CBONDI_01225	group_2904
CBONDI_01226	group_2905
CBONDI_01227	group_2906
CBONDI_01228	group_2907
CBONDI_01229	Bdr protein
CBONDI_01230	group_2909
CBONDI_01232	group_2910
CBONDI_01233	group_2911
CBONDI_01234	group_2912
CBONDI_01235	group_2913
CBONDI_01236	group_2914
CBONDI_01237	group_2915
CBONDI_01238	group_2916
CBONDI_01258	group_3578
CBONDI_01259	group_312
CBONDI_01260	group_3483
CBONDI_01261	group_969
CBONDI_01279	group_1842
CBONDI_01284	group_2791
CBONDI_01285	group_2631
CBONDI_01286	group_2229
CBONDI_01287	Borrelia ORF-A superfamily protein
CBONDI_01300	group_994
CBONDI_01313	group_2920
CBONDI_01314	group_2008
CBONDI_01315	group_2921
CBONDI_01316	group_2922
CBONDI_01317	group_43
CBONDI_01318	group_42
PGDEGP_00133	group_1856
PGDEGP_00456	group_1708
PGDEGP_00459	group_4006
PGDEGP_00902	group_3410
PGDEGP_00917	group_2818
PGDEGP_00986	group_197
PGDEGP_01014	group_154
PGDEGP_01016	group_435
PGDEGP_01074	group_178
PGDEGP_01075	group_179
FOOKID_00914	group_2238
FOOKID_00931	group_1467
FOOKID_00949	group_2059
FOOKID_00950	group_1779
FOOKID_01047	group_1238
FOOKID_01083	group_4030
FOOKID_01087	group_2273
FOOKID_01098	group_768
FOOKID_01114	group_3509
FOOKID_01115	group_451
FOOKID_01116	group_140
FOOKID_01141	group_384
FOOKID_01145	group_3938
FOOKID_01147	group_4062
FOOKID_01150	group_717
FOOKID_01152	group_3450
FOOKID_01153	group_1156
FOOKID_01158	group_118
FOOKID_01159	group_983
FOOKID_01160	group_2573
FOOKID_01161	group_2997
FOOKID_01164	group_53
FOOKID_01173	group_4306
FOOKID_01175	group_3218
FOOKID_01179	group_304
FOOKID_01184	group_1153
FOOKID_01215	ORF24
FOOKID_01216	group_3806
FOOKID_01221	group_121
FOOKID_01292	group_1431
FOOKID_01296	group_149
FOOKID_01297	group_4419
FOOKID_01299	group_3284
FOOKID_01304	group_738
FOOKID_01307	group_1221
FOOKID_01347	group_4452
FOOKID_01348	group_310
FOOKID_01487	group_3285
EBOALB_00353	group_2410
EBOALB_00862	group_2962
EBOALB_00920	group_3417
EBOALB_00921	group_649
EBOALB_00922	group_533
EBOALB_00930	group_4438
EBOALB_00931	group_3692
EBOALB_00934	group_4154
EBOALB_00939	group_1065
EBOALB_00940	group_2277
EBOALB_00946	group_2282
EBOALB_00947	group_243
EBOALB_00948	group_827
EBOALB_00954	group_803
EBOALB_00955	group_1333
EBOALB_00959	group_76
EBOALB_00962	group_1112
EBOALB_00963	group_2210
EBOALB_00964	group_2963
EBOALB_00966	group_2964
EBOALB_00971	group_661
EBOALB_00975	group_1099
EBOALB_00976	group_582
EBOALB_00982	group_2567
EBOALB_00985	group_3721
EBOALB_00991	group_4472
EBOALB_00992	group_662
EBOALB_00993	group_914
EBOALB_00994	group_1741
EBOALB_01004	group_1453
EBOALB_01005	group_2965
EBOALB_01011	group_1448
EBOALB_01017	group_1555
EBOALB_01020	group_815
EBOALB_01022	group_2968
EBOALB_01023	group_992
EBOALB_01029	group_2110
EBOALB_01030	group_2969
EBOALB_01033	group_3953
EBOALB_01038	group_4442
EBOALB_01052	group_2966
EBOALB_01053	group_2967
EBOALB_01054	group_250
EBOALB_01055	group_830
EBOALB_01060	group_18
EBOALB_01073	group_3423
EBOALB_01081	OspE-related lipoprotein
EBOALB_01086	group_2434
EBOALB_01091	group_244
EBOALB_01092	group_2971
EBOALB_01103	group_2972
EBOALB_01104	group_2973
EBOALB_01105	group_1820
EBOALB_01106	group_2974
EBOALB_01107	group_794
EBOALB_01124	group_2975
EBOALB_01157	group_2976
EBOALB_01163	group_2404
EBOALB_01164	group_2403
EBOALB_01165	group_2097
EBOALB_01166	group_2402
EBOALB_01172	group_1008
EBOALB_01173	group_1006
EBOALB_01185	group_2036
EBOALB_01186	MTA/SAH nucleosidase
EBOALB_01216	group_1876
EBOALB_01217	group_1864
EBOALB_01218	group_2977
EBOALB_01219	group_2978
EBOALB_01220	group_2244
EBOALB_01221	group_2979
EBOALB_01222	group_2980
EBOALB_01223	group_2981
EBOALB_01224	group_1138
EBOALB_01225	group_1291
EBOALB_01226	group_2982
EBOALB_01227	group_2983
EBOALB_01228	group_2984
EBOALB_01229	group_2985
EBOALB_01230	group_2986
EBOALB_01231	group_2987
EBOALB_01232	group_2988
EBOALB_01233	group_2989
EBOALB_01234	group_2990
EBOALB_01235	virulence associated lipoprotein
EBOALB_01236	group_2992
EBOALB_01237	group_2993
EBOALB_01238	group_2994
EBOALB_01239	group_2245
EBOALB_01240	group_3008
EBOALB_01242	group_2123
EBOALB_01244	group_1242
EBOALB_01265	group_1249
EBACPA_00855	group_3558
EBACPA_00856	group_3464
EBACPA_00865	group_3788
EBACPA_00866	group_3971
EBACPA_00867	group_3330
EBACPA_00868	group_606
EBACPA_00869	group_291
EBACPA_00872	group_3695
EBACPA_00886	group_1069
EBACPA_00889	group_363
EBACPA_00903	group_514
EBACPA_00904	group_3205
EBACPA_00907	group_419
EBACPA_00913	group_3943
EBACPA_00941	group_1556
EBACPA_01036	group_1390
EBACPA_01099	group_1887
EBACPA_01101	group_2684
EBACPA_01102	group_1883
EBACPA_01104	group_1454
EBACPA_01121	group_454
EBACPA_01122	group_195
EBACPA_01139	group_957
EBACPA_01140	group_3481
EBACPA_01143	group_578
EBACPA_01144	group_3767
EBACPA_01145	group_3260
EBACPA_01149	group_438
EBACPA_01151	group_230
EBACPA_01156	group_416
EBACPA_01189	group_3087
EBACPA_01228	group_8
EBACPA_01275	group_4157
EBACPA_01279	group_3736
EBACPA_01302	group_1844
EBACPA_01307	group_3945
EBACPA_01311	group_1098
EBACPA_01320	group_127
EBACPA_01410	group_1827
EBACPA_01459	group_554
EBACPA_01462	group_871
EBACPA_01463	group_924
EBACPA_01465	group_712
EBACPA_01471	Putative cytosolic protein
EBACPA_01472	group_1064
EBACPA_01475	group_337
EBACPA_01477	group_1171
CEMKAM_00854	group_2237
CEMKAM_00885	group_907
CEMKAM_00900	group_4
CEMKAM_00902	group_1263
CEMKAM_00903	group_1214
CEMKAM_00905	group_316
CEMKAM_00926	group_153
CEMKAM_00927	group_4406
CEMKAM_00947	group_314
CEMKAM_00956	group_1179
CEMKAM_00962	group_68
CEMKAM_00964	group_809
CEMKAM_00969	group_115
CEMKAM_00973	group_650
CEMKAM_00975	group_3449
CEMKAM_00976	group_409
CEMKAM_00983	group_615
CEMKAM_00984	group_891
CEMKAM_00988	group_3110
CEMKAM_00989	group_3111
CEMKAM_00991	group_621
CEMKAM_00996	group_411
CEMKAM_01005	group_3108
CEMKAM_01006	group_1440
CEMKAM_01008	group_45
CEMKAM_01015	group_3107
CEMKAM_01020	group_3237
CEMKAM_01022	group_3112
CEMKAM_01023	group_1330
CEMKAM_01024	group_3113
CEMKAM_01025	group_319
CEMKAM_01028	group_4455
CEMKAM_01070	group_4250
CEMKAM_01105	group_38
CEMKAM_01108	group_1576
CEMKAM_01109	group_1048
CEMKAM_01110	group_336
CEMKAM_01140	group_3869
CEMKAM_01160	group_476
CEMKAM_01191	group_3109
CEMKAM_01192	group_177
CEMKAM_01193	group_2254
CEMKAM_01195	group_3114
CEMKAM_01214	group_1200
AIIKEN_00715	group_1729
AIIKEN_00719	group_2620
AIIKEN_00839	group_1703
AIIKEN_00843	group_1349
AIIKEN_00847	group_472
AIIKEN_00870	group_1858
AIIKEN_00955	group_2094
AIIKEN_00957	group_3889
AIIKEN_00959	group_492
AIIKEN_00961	group_452
AIIKEN_00964	group_1552
AIIKEN_00967	group_4197
AIIKEN_00968	group_93
AIIKEN_00976	group_2621
AIIKEN_00977	group_702
AIIKEN_00980	group_3862
AIIKEN_00982	group_1176
AIIKEN_00986	group_324
AIIKEN_00988	group_1514
AIIKEN_00993	group_642
AIIKEN_00998	group_3986
AIIKEN_00999	group_3395
AIIKEN_01001	group_226
AIIKEN_01002	group_503
AIIKEN_01004	group_3882
AIIKEN_01015	group_36
AIIKEN_01017	group_778
AIIKEN_01021	group_3742
AIIKEN_01037	group_3346
AIIKEN_01046	group_893
AIIKEN_01065	group_74
AIIKEN_01070	group_2570
AIIKEN_01076	group_3890
AIIKEN_01077	group_544
AIIKEN_01078	group_3631
AIIKEN_01082	group_583
AIIKEN_01083	group_1577
AIIKEN_01085	group_389
AIIKEN_01089	group_3930
AIIKEN_01116	group_840
AIIKEN_01117	group_3746
AIIKEN_01118	group_1534
AIIKEN_01121	group_1194
AIIKEN_01127	group_1192
AIIKEN_01128	group_1287
AIIKEN_01129	group_1077
AIIKEN_01161	Mammal-specific outer surface protein C
AIIKEN_01184	group_2640
AIIKEN_01185	group_2641
AIIKEN_01186	group_2642
AIIKEN_01187	vlsE
AIIKEN_01205	Replicative DNA helicase
AIIKEN_01222	group_1294
AIIKEN_01237	group_2643
AEPIPJ_00937	group_4190
AEPIPJ_00957	group_4156
AEPIPJ_00959	group_1
AEPIPJ_00962	group_4119
AEPIPJ_01042	group_216
AEPIPJ_01056	group_35
AEPIPJ_01057	group_390
AEPIPJ_01059	group_1515
AEPIPJ_01064	group_3749
AEPIPJ_01100	group_4407
AEPIPJ_01101	group_139
AEPIPJ_01145	group_2853
AEPIPJ_01146	group_2855
AEPIPJ_01147	group_1495
AEPIPJ_01148	group_3808
AEPIPJ_01156	group_2857
AEPIPJ_01159	group_3853
AEPIPJ_01178	group_415
AEPIPJ_01198	group_3067
AEPIPJ_01208	group_1516
AEPIPJ_01217	group_3737
AEPIPJ_01314	group_4349
AEPIPJ_01315	group_602
AEPIPJ_01321	group_3899
AEPIPJ_01339	group_3068
AEPIPJ_01343	group_2145
AEPIPJ_01344	group_855
AEPIPJ_01378	group_4495
AEPIPJ_01379	group_1128
AEPIPJ_01380	group_260
AEPIPJ_01381	group_1667
AEPIPJ_01537	group_612
AEPIPJ_01559	group_693
AEPIPJ_01570	group_3069
AEPIPJ_01573	group_3207
AEPIPJ_01574	group_529
AEPIPJ_01575	group_1003
AEPIPJ_01576	group_3070
AEPIPJ_01577	group_105
AEPIPJ_01578	group_895
AEPIPJ_01582	group_870
AEPIPJ_01583	group_869
AEPIPJ_01584	group_1442
LNEFEP_00852	group_2460
LNEFEP_00960	group_367
LNEFEP_00996	group_3247
LNEFEP_01144	group_787
LNEFEP_01204	group_188
LNEFEP_01207	group_187
LNEFEP_01298	group_257
LNEFEP_01312	group_3238
LNEFEP_01314	group_4253
LNEFEP_01315	group_4459
LNEFEP_01326	group_995
LNEFEP_01331	group_47
LNEFEP_01342	group_986
LNEFEP_01359	group_1023
LNEFEP_01373	group_3967
EOHKMH_00880	group_545
EOHKMH_00891	group_3812
EOHKMH_00892	group_4052
EOHKMH_00897	group_834
EOHKMH_00905	group_1060
EOHKMH_00906	group_758
EOHKMH_00920	group_734
EOHKMH_00962	group_560
EOHKMH_01007	group_546
EOHKMH_01008	group_1165
EOHKMH_01009	group_3189
EOHKMH_01012	group_4412
EOHKMH_01026	group_2928
EOHKMH_01029	group_3858
EOHKMH_01037	group_780
EOHKMH_01038	group_391
EOHKMH_01088	group_4346
EOHKMH_01089	group_4072
EOHKMH_01090	group_3325
EOHKMH_01091	group_3965
EOHKMH_01092	group_723
ECNPCP_00888	group_470
ECNPCP_00911	group_1604
ECNPCP_01023	group_979
ECNPCP_01042	group_146
ECNPCP_01044	group_3063
ECNPCP_01045	group_3064
ECNPCP_01048	group_94
ECNPCP_01054	group_256
ECNPCP_01088	group_329
ECNPCP_01191	group_190
ECNPCP_01194	group_189
ECNPCP_01284	group_3568
ECNPCP_01395	group_694
ECNPCP_01398	group_3959
ECNPCP_01406	group_113
PHIDNK_00964	group_1602
PHIDNK_00966	group_2037
PHIDNK_00970	group_1868
PHIDNK_01031	group_3424
PHIDNK_01050	group_4243
PHIDNK_01068	group_1374
PHIDNK_01082	group_3448
PHIDNK_01084	group_3204
PHIDNK_01128	group_208
PHIDNK_01479	group_99
PHIDNK_01485	group_2632
PHIDNK_01487	group_656
FMHLPC_00856	group_1190
FMHLPC_01018	group_1142
FMHLPC_01053	group_1229
FMHLPC_01055	group_1350
FMHLPC_01084	group_2326
FMHLPC_01126	group_3760
FMHLPC_01129	group_309
FMHLPC_01131	group_607
FMHLPC_01163	group_4031
FMHLPC_01164	group_3523
FMHLPC_01166	group_3206
FMHLPC_01167	group_3900
FMHLPC_01168	group_542
FMHLPC_01211	group_1038
FMHLPC_01224	group_965
FMHLPC_01227	group_377
FMHLPC_01231	group_3935
FMHLPC_01305	group_4464
FMHLPC_01323	group_750
FMHLPC_01344	group_3495
FMHLPC_01450	group_3561
FMHLPC_01452	group_842
FMHLPC_01472	group_4394
FMHLPC_01473	group_4473
FMHLPC_01475	group_3503
FMHLPC_01518	group_1829
FMHLPC_01565	group_3557
FMHLPC_01578	group_2167
FMHLPC_01579	group_2168
ECDEAP_00122	group_3043
ECDEAP_00123	group_3042
ECDEAP_00672	group_3041
ECDEAP_00931	group_3054
ECDEAP_00943	group_468
ECDEAP_00944	group_467
ECDEAP_00948	group_3059
ECDEAP_00949	group_3058
ECDEAP_00952	group_3057
ECDEAP_00957	group_2251
ECDEAP_00958	group_1907
ECDEAP_00980	group_1362
ECDEAP_00981	group_3061
ECDEAP_00982	group_1363
ECDEAP_00996	group_1415
ECDEAP_01013	group_1080
ECDEAP_01019	group_3050
ECDEAP_01021	group_1586
ECDEAP_01022	group_1195
ECDEAP_01024	group_2120
ECDEAP_01026	Type IV restriction-modification system
ECDEAP_01027	group_3052
ECDEAP_01028	group_1189
ECDEAP_01029	group_3053
ECDEAP_01031	group_1188
ECDEAP_01052	group_946
ECDEAP_01057	group_3044
ECDEAP_01061	group_3088
ECDEAP_01070	group_50
ECDEAP_01076	group_261
ECDEAP_01078	group_2786
ECDEAP_01082	group_3221
ECDEAP_01083	group_3778
ECDEAP_01084	group_575
ECDEAP_01085	group_763
ECDEAP_01091	group_3933
ECDEAP_01093	group_3699
ECDEAP_01106	group_701
ECDEAP_01107	group_3048
ECDEAP_01116	group_4189
ECDEAP_01125	group_3887
ECDEAP_01134	group_1226
ECDEAP_01161	group_4126
ECDEAP_01162	group_4444
ECDEAP_01170	group_759
ECDEAP_01177	group_3047
ECDEAP_01187	group_3046
ECDEAP_01190	group_136
ECDEAP_01191	group_441
ECDEAP_01192	group_3497
ECDEAP_01194	group_496
ECDEAP_01200	group_952
ECDEAP_01201	group_915
ECDEAP_01202	group_374
ECDEAP_01203	group_10
ECDEAP_01204	group_3702
ECDEAP_01206	group_3934
ECDEAP_01209	group_944
ECDEAP_01214	group_3888
ECDEAP_01215	group_664
ECDEAP_01220	group_2430
ECDEAP_01222	group_1438
ECDEAP_01230	group_251
ECDEAP_01234	group_2146
ECDEAP_01235	group_852
ECDEAP_01236	group_3752
ECDEAP_01237	group_561
ECDEAP_01238	group_3587
ECDEAP_01239	group_3140
ECDEAP_01273	group_3089
ECDEAP_01275	group_3651
ECDEAP_01277	group_853
ECDEAP_01294	group_3794
ECDEAP_01295	group_3546
ECDEAP_01301	group_3090
ECDEAP_01302	group_3091
ECDEAP_01303	group_3092
ECDEAP_01304	group_3093
ECDEAP_01305	group_3094
ECDEAP_01306	group_3348
ECDEAP_01309	group_69
ECDEAP_01310	group_3071
ECDEAP_01314	group_3095
ECDEAP_01337	Outer surface protein C
ECDEAP_01354	group_2250
ECDEAP_01355	group_3049
ECDEAP_01356	group_1814
ECDEAP_01363	group_3096
FHINLM_00864	group_651
FHINLM_00874	group_812
FHINLM_00906	group_528
FHINLM_01050	group_2081
FHINLM_01057	group_1392
FHINLM_01058	group_1147
FHINLM_01123	group_1890
FHINLM_01145	group_1089
FHINLM_01155	group_321
FHINLM_01159	group_378
FHINLM_01161	group_3698
FHINLM_01162	group_634
FHINLM_01164	group_4120
FHINLM_01171	group_531
FHINLM_01184	group_52
FHINLM_01189	group_364
FHINLM_01255	group_2195
FHINLM_01256	group_2199
FHINLM_01257	group_2656
FHINLM_01352	group_380
FHINLM_01391	group_3731
FHINLM_01410	group_3279
FHINLM_01423	group_349
FHINLM_01431	group_567
FHINLM_01434	group_1051
FHINLM_01435	group_958
JCNJCL_00482	group_1569
JCNJCL_00870	group_2824
JCNJCL_00879	group_2531
JCNJCL_00880	group_2530
JCNJCL_00881	group_2529
JCNJCL_00882	group_2528
JCNJCL_00883	group_2527
JCNJCL_00885	group_730
JCNJCL_00886	group_2526
JCNJCL_00887	group_2525
JCNJCL_00888	group_2524
JCNJCL_00889	group_2523
JCNJCL_00890	group_2522
JCNJCL_00891	group_646
JCNJCL_00892	group_2521
JCNJCL_00893	group_2520
JCNJCL_00894	group_2519
JCNJCL_00895	group_2518
JCNJCL_00896	group_2517
JCNJCL_00900	group_2516
JCNJCL_00904	group_2543
JCNJCL_00905	group_2542
JCNJCL_00906	group_2541
JCNJCL_00907	group_2540
JCNJCL_00908	CobQ/CobB/MinD/ParA nucleotide binding domain protein
JCNJCL_00909	group_2538
JCNJCL_00910	group_2157
JCNJCL_00911	group_2537
JCNJCL_00912	group_2536
JCNJCL_00913	group_2535
JCNJCL_00914	group_2798
JCNJCL_00919	group_769
JCNJCL_00924	group_579
JCNJCL_00926	group_841
JCNJCL_00938	group_801
JCNJCL_00940	group_2534
JCNJCL_00941	group_2533
JCNJCL_00942	group_2532
JCNJCL_00948	group_3618
JCNJCL_00949	group_2825
JCNJCL_00963	group_303
JCNJCL_00966	group_559
JCNJCL_00983	group_2467
JCNJCL_00984	group_1376
JCNJCL_00985	group_130
JCNJCL_01022	group_724
JCNJCL_01023	group_1094
JCNJCL_01024	group_3320
JCNJCL_01029	group_887
JCNJCL_01033	group_665
JCNJCL_01035	group_1166
JCNJCL_01074	group_4040
JCNJCL_01143	group_2826
JCNJCL_01144	group_2158
JCNJCL_01145	group_2828
JCNJCL_01146	group_2830
JCNJCL_01149	group_1650
JCNJCL_01150	group_1899
JCNJCL_01151	group_1902
JCNJCL_01152	group_2832
JCNJCL_01153	group_2833
JCNJCL_01154	VlsE-like protein
JCNJCL_01155	group_1904
JCNJCL_01156	group_1903
JCNJCL_01157	group_1901
JCNJCL_01158	group_1900
JCNJCL_01159	group_1652
JCNJCL_01160	prmA
JCNJCL_01161	group_2033
JCNJCL_01162	group_2035
JCNJCL_01163	group_2831
JCNJCL_01164	group_2829
JCNJCL_01165	group_2159
JCNJCL_01166	group_2827
JCNJCL_01167	group_2835
JCNJCL_01168	group_2836
JCNJCL_01169	group_2837
JCNJCL_01170	group_2838
JCNJCL_01198	group_2839
JCNJCL_01200	group_2840
JCNJCL_01201	group_2841
JCNJCL_01202	group_2842
JCNJCL_01205	group_2843
JCNJCL_01206	group_2844
JCNJCL_01208	group_2845
JCNJCL_01209	group_2846
JCNJCL_01210	group_1119
JCNJCL_01211	group_2479
JCNJCL_01212	group_2478
JCNJCL_01213	group_1211
JCNJCL_01214	group_2149
JCNJCL_01215	group_2847
JCNJCL_01216	group_2848
JCNJCL_01217	group_2849
JCNJCL_01218	group_2502
JCNJCL_01219	group_489
JCNJCL_01220	group_2503
JCNJCL_01221	AAA domain-containing protein
JCNJCL_01222	group_2505
JCNJCL_01223	group_2506
JCNJCL_01224	tape measure protein
JCNJCL_01225	group_1776
JCNJCL_01226	group_4334
JCNJCL_01227	group_1771
JCNJCL_01228	group_2481
JCNJCL_01229	group_2482
JCNJCL_01230	group_2484
JCNJCL_01231	group_2487
JCNJCL_01232	group_1848
JCNJCL_01233	group_1849
JCNJCL_01234	group_2489
JCNJCL_01235	group_2491
JCNJCL_01236	group_2507
JCNJCL_01237	group_2508
JCNJCL_01238	group_2509
JCNJCL_01239	right-handed parallel beta-helix repeat-containing protein
JCNJCL_01240	group_1641
JCNJCL_01241	group_2494
JCNJCL_01242	group_2495
JCNJCL_01243	group_2496
JCNJCL_01244	group_2497
JCNJCL_01245	group_2150
JCNJCL_01246	group_2850
JCNJCL_01247	group_2151
JCNJCL_01248	group_2498
JCNJCL_01249	Borrelia Bdr family protein
JCNJCL_01250	group_2851
JCNJCL_01251	group_2501
JCNJCL_01283	immunogenic protein P37
JCNJCL_01288	37 kDa lipoprotein
JCNJCL_01291	group_1227
JCNJCL_01292	group_1230
JCNJCL_01293	group_1344
HILFBG_00141	yidD
HILFBG_00943	group_2078
HILFBG_01008	group_3134
HILFBG_01009	group_3729
HILFBG_01016	group_2927
HILFBG_01017	group_255
HILFBG_01114	group_1518
HILFBG_01135	group_1001
HILFBG_01204	group_3891
HILFBG_01205	group_519
HILFBG_01242	group_3516
HILFBG_01278	group_3195
HILFBG_01292	group_917
HILFBG_01299	group_844
HILFBG_01301	group_4308
HILFBG_01320	group_1284
HILFBG_01321	group_1285
HILFBG_01347	group_1087
HILFBG_01408	group_352
HILFBG_01416	group_2867
HILFBG_01471	group_482
HILFBG_01480	group_2869
HILFBG_01481	group_2868
